MAG_id,Food fermentation,Species_id,Genome size (bp),Completeness (%),Contamination (%),Quality assessment,Domain,Phylum,Class,Order,Family,Genus,Species
MAG_255,Cocoa,Species_88,3493126,89.56 ,0.92 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus subtilis
MAG_256,Cocoa,Species_85,3526543,100.00 ,0.76 ,High,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__unknown64
MAG_257,Cheese ,Species_272,1723237,87.14 ,2.26 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus raffinolactis_A
MAG_258,Cheese ,Species_44,2849616,99.07 ,2.78 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactiplantibacillus,s__Lactiplantibacillus plantarum
MAG_259,Cheese ,Species_184,4221202,95.99 ,0.89 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Vibrio,s__Vibrio toranzoniae
MAG_260,Cheese ,Species_213,3488561,100.00 ,0.86 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas,s__Halomonas sp900163645
MAG_261,Cheese ,Species_22,1741772,96.74 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Latilactobacillus,s__Latilactobacillus curvatus
MAG_262,Cheese ,Species_229,2390347,87.52 ,2.50 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus equorum
MAG_263,Chinese liquor,Species_11,1537465,73.41 ,1.20 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Weissella,s__Weissella confusa
MAG_264,Chinese liquor,Species_47,1421898,94.41 ,3.78 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Pediococcus,s__Pediococcus pentosaceus
MAG_265,Chinese liquor,Species_11,1072668,61.61 ,2.05 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Weissella,s__Weissella confusa
MAG_266,Chinese liquor,Species_47,1495251,93.71 ,2.26 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Pediococcus,s__Pediococcus pentosaceus
MAG_267,Chinese liquor,Species_44,2896222,77.20 ,8.41 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactiplantibacillus,s__Lactiplantibacillus plantarum
MAG_268,Chinese liquor,Species_9,1361321,82.71 ,3.76 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Weissella,s__Weissella paramesenteroides
MAG_269,Chinese liquor,Species_44,2866582,76.83 ,7.18 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactiplantibacillus,s__Lactiplantibacillus plantarum
MAG_270,Chinese liquor,Species_9,1610905,86.71 ,3.74 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Weissella,s__Weissella paramesenteroides
MAG_271,Chinese liquor,Species_11,1479140,80.96 ,2.76 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Weissella,s__Weissella confusa
MAG_272,Chinese liquor,Species_55,3085005,99.21 ,2.72 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Companilactobacillus,s__Companilactobacillus paralimentarius
MAG_273,Chinese liquor,Species_47,1189134,70.85 ,0.00 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Pediococcus,s__Pediococcus pentosaceus
MAG_274,Chinese liquor,Species_290,1636954,98.09 ,1.64 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus fermentum
MAG_275,Chinese liquor,Species_255,2374319,92.32 ,2.38 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_C,g__Bacillus_E,s__Bacillus_E coagulans
MAG_276,Chinese liquor,Species_44,3377793,61.44 ,5.14 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactiplantibacillus,s__Lactiplantibacillus plantarum
MAG_277,Milk kefir,Species_258,1147746,54.49 ,0.89 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus helveticus
MAG_278,Milk kefir,Species_26,2264284,99.25 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lentilactobacillus,s__Lentilactobacillus kefiri
MAG_279,Bean paste,Species_292,4232046,67.80 ,3.10 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_C,g__Bacillus_U,s__Bacillus_U oleronius
MAG_280,Bean paste,Species_14,1842649,100.00 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc mesenteroides
MAG_281,Bean paste,Species_68,3045312,66.76 ,3.37 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus paralicheniformis
MAG_282,Bean paste,Species_99,3693479,73.68 ,4.39 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus velezensis
MAG_283,Bean paste,Species_77,3687744,54.62 ,3.45 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus glycinifermentans
MAG_284,Bean paste,Species_2,3403108,67.89 ,4.44 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Brochotrichaceae,g__Brochothrix,s__unknown148
MAG_285,Bean paste,Species_221,3144189,100.00 ,1.03 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Thermoactinomycetales,f__Thermoactinomycetaceae,g__Kroppenstedtia,s__unknown149
MAG_286,Bean paste,Species_46,5430501,79.31 ,9.48 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus sonorensis
MAG_287,Bean paste,Species_99,4141791,97.73 ,8.27 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus velezensis
MAG_288,Bean paste,Species_255,2819021,98.63 ,1.49 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_C,g__Bacillus_E,s__Bacillus_E coagulans
MAG_289,Bean paste,Species_177,2509467,96.64 ,2.36 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_B,s__Enterococcus_B faecium_B
MAG_290,Bean paste,Species_88,3264467,79.60 ,1.38 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus subtilis
MAG_291,Nunu,Species_271,1972612,98.94 ,2.16 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus parasuis
MAG_292,Nunu,Species_253,1790368,56.73 ,1.53 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter baumannii
MAG_293,Nunu,Species_164,4244780,67.24 ,0.00 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia flexneri
MAG_294,Nunu,Species_267,1646465,94.38 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus infantarius
MAG_295,Nunu,Species_165,2833219,63.81 ,1.65 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella pneumoniae
MAG_296,Nunu,Species_253,1935014,62.89 ,1.11 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter baumannii
MAG_297,Nunu,Species_165,5903521,99.23 ,4.54 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella pneumoniae
MAG_298,Nunu,Species_277,2327074,100.00 ,1.01 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis
MAG_299,Nunu,Species_44,3032022,91.77 ,8.68 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactiplantibacillus,s__Lactiplantibacillus plantarum
MAG_300,Nunu,Species_263,2254336,61.25 ,5.60 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_G,g__Bacillus_A,s__Bacillus_A cereus
MAG_301,Nunu,Species_138,1526171,59.56 ,2.70 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Rothia,s__Rothia kristinae
MAG_302,Nunu,Species_11,2051373,60.97 ,0.98 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Weissella,s__Weissella confusa
MAG_303,Nunu,Species_268,2174456,97.55 ,5.71 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__unknown28
MAG_304,Milk kefir,Species_258,1287116,64.66 ,0.76 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus helveticus
MAG_305,Milk kefir,Species_259,1979026,67.87 ,7.99 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus kefiranofaciens
MAG_306,Kombucha,Species_66,2364380,66.67 ,9.48 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Komagataeibacter,s__Komagataeibacter rhaeticus
MAG_307,Kombucha,Species_95,3405625,69.69 ,3.71 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Mesorhizobium,s__Mesorhizobium sp001705425
MAG_308,Kombucha,Species_61,1755093,78.14 ,1.48 ,Medium,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Thermaceae,g__Thermus,s__Thermus scotoductus
MAG_309,Cheese ,Species_242,1665218,72.93 ,1.80 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Anoxybacillaceae,g__Geobacillus,s__Geobacillus stearothermophilus
MAG_310,Cheese ,Species_60,1247867,66.81 ,0.42 ,Medium,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Thermaceae,g__Thermus,s__Thermus parvatiensis
MAG_311,Cheese ,Species_231,2396611,58.62 ,3.45 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus saprophyticus
MAG_312,Cheese ,Species_253,3453700,99.73 ,0.05 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter baumannii
MAG_313,Cheese ,Species_231,2530825,99.44 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus saprophyticus
MAG_314,Cheese ,Species_240,1867443,83.03 ,0.02 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Anoxybacillaceae,g__Anoxybacillus,s__Anoxybacillus thermocopriae
MAG_315,Cheese ,Species_157,3342340,96.37 ,0.00 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Glutamicibacter,s__Glutamicibacter arilaitensis
MAG_316,Cheese ,Species_284,2783037,99.18 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lacticaseibacillus,s__Lacticaseibacillus paracasei
MAG_317,Cheese ,Species_130,3029626,98.87 ,0.60 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium variabile
MAG_318,Cheese ,Species_153,2518792,51.16 ,1.28 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__unknown125
MAG_319,Cheese ,Species_232,2736890,99.44 ,1.94 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus xylosus
MAG_320,Cheese ,Species_148,4002801,100.00 ,0.00 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium aurantiacum
MAG_321,Cheese ,Species_200,3361669,99.73 ,0.62 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__Psychrobacter cibarius
MAG_322,Cheese ,Species_152,3635045,98.84 ,3.49 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium linens
MAG_323,Cheese ,Species_157,3595694,99.74 ,0.00 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Glutamicibacter,s__Glutamicibacter arilaitensis
MAG_324,Cheese ,Species_258,1597059,88.01 ,0.00 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus helveticus
MAG_325,Cheese ,Species_127,2269735,94.74 ,0.00 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Propionibacterium,s__Propionibacterium freudenreichii
MAG_326,Coffee ,Species_72,2034858,80.65 ,3.96 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acetobacter,s__Acetobacter sp002153485
MAG_327,Coffee ,Species_102,2683884,79.19 ,4.96 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Frateuria,s__unknown54
MAG_328,Coffee ,Species_94,3927980,73.84 ,4.68 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,s__Agrobacterium rhizogenes_B
MAG_329,Coffee ,Species_94,3287469,64.67 ,2.33 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,s__Agrobacterium rhizogenes_B
MAG_330,Coffee ,Species_137,4208344,100.00 ,1.25 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Cellulomonadaceae,g__Cellulosimicrobium,s__Cellulosimicrobium funkei
MAG_331,Coffee ,Species_163,2043018,51.72 ,6.90 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pectobacterium,s__Pectobacterium brasiliense
MAG_332,Coffee ,Species_102,2670464,79.71 ,5.34 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Frateuria,s__unknown55
MAG_333,Coffee ,Species_96,2616114,51.90 ,0.00 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E parafulva
MAG_334,Coffee ,Species_286,2844712,97.73 ,4.14 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lacticaseibacillus,s__unknown51
MAG_335,Coffee ,Species_102,2809887,80.41 ,4.13 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Frateuria,s__unknown53
MAG_336,Coffee ,Species_42,1515727,62.46 ,3.51 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Paucilactobacillus,s__Paucilactobacillus vaccinostercus
MAG_337,Coffee ,Species_295,3724910,58.09 ,6.91 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Liquorilactobacillus,s__unknown48
MAG_338,Coffee ,Species_295,2334737,57.56 ,2.40 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Liquorilactobacillus,s__unknown57
MAG_339,Coffee ,Species_73,2185382,54.89 ,1.72 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acetobacter,s__Acetobacter orientalis
MAG_340,Coffee ,Species_297,1424385,56.32 ,8.30 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc fallax
MAG_341,Coffee ,Species_42,927588,66.32 ,3.44 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Paucilactobacillus,s__Paucilactobacillus vaccinostercus
MAG_342,Coffee ,Species_228,1560889,87.09 ,2.42 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__unknown60
MAG_343,Coffee ,Species_273,1234185,68.62 ,1.45 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus chungangensis
MAG_344,Coffee ,Species_297,2079923,84.88 ,4.95 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc fallax
MAG_345,Coffee ,Species_102,2100272,63.03 ,4.99 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Frateuria,s__unknown58
MAG_346,Coffee ,Species_295,2616520,73.01 ,3.45 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Liquorilactobacillus,s__unknown56
MAG_347,Coffee ,Species_297,1833311,85.78 ,5.37 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc fallax
MAG_348,Coffee ,Species_72,1317154,58.56 ,0.66 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acetobacter,s__Acetobacter sp002153485
MAG_349,Milk kefir,Species_75,2002730,97.51 ,0.00 ,High,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acetobacter,s__Acetobacter pasteurianus
MAG_350,Milk kefir,Species_14,1513001,99.47 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc mesenteroides
MAG_351,Milk kefir,Species_269,1505601,92.67 ,0.74 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus thermophilus
MAG_352,Milk kefir,Species_218,4614697,97.36 ,0.19 ,High,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola vulgatus
MAG_353,Milk kefir,Species_284,2640655,99.46 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lacticaseibacillus,s__Lacticaseibacillus paracasei
MAG_354,Milk kefir,Species_112,2152613,100.00 ,0.00 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium adolescentis
MAG_355,Milk kefir,Species_290,1723069,98.63 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus fermentum
MAG_356,Milk kefir,Species_70,2833513,98.51 ,0.00 ,High,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Komagataeibacter,s__Komagataeibacter medellinensis
MAG_357,Milk kefir,Species_259,1260161,78.57 ,0.00 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus kefiranofaciens
MAG_358,Milk kefir,Species_291,1549697,87.83 ,0.18 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus reuteri
MAG_359,Milk kefir,Species_259,1206935,65.02 ,4.65 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus kefiranofaciens
MAG_360,Kimchi,Species_22,5225091,52.60 ,8.34 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Latilactobacillus,s__Latilactobacillus curvatus
MAG_361,Kimchi,Species_22,6029714,60.71 ,7.22 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Latilactobacillus,s__Latilactobacillus curvatus
MAG_362,Kimchi,Species_22,2105474,69.20 ,0.40 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Latilactobacillus,s__Latilactobacillus curvatus
MAG_363,Kombucha,Species_64,3137303,99.50 ,0.50 ,High,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Komagataeibacter,s__Komagataeibacter entanii
MAG_364,Kombucha,Species_90,4135315,94.87 ,2.56 ,High,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__UBA690,s__unknown32
MAG_365,Kombucha,Species_66,2715693,96.55 ,0.00 ,High,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Komagataeibacter,s__Komagataeibacter rhaeticus
MAG_366,Kombucha,Species_241,2539941,65.04 ,7.56 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Anoxybacillaceae,g__Anoxybacillus,s__unknown37
MAG_367,Kombucha,Species_80,3737082,51.79 ,4.34 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Afipia,s__unknown33
MAG_368,Kombucha,Species_104,3368268,100.00 ,1.09 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Schlegelella,s__unknown35
MAG_369,Yoghurt,Species_269,1747616,99.89 ,0.69 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus thermophilus
MAG_370,Yoghurt,Species_269,1683300,97.27 ,0.29 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus thermophilus
MAG_371,Wine,Species_105,6195076,99.88 ,0.99 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Pelomonas,s__unknown5
MAG_372,Wine,Species_109,4415839,94.49 ,7.36 ,Medium,d__Bacteria,p__Cyanobacteria,c__Sericytochromatia,o__S15B-MN24,f__UBA4093,g__unknown1,s__unknown7
MAG_373,Wine,Species_270,7803143,60.75 ,8.93 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus sp003521145
MAG_374,Wine,Species_106,5256830,65.07 ,7.92 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Ralstonia,s__unknown6
MAG_375,Cheese ,Species_17,1684672,100.00 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc pseudomesenteroides
MAG_376,Cheese ,Species_22,1842458,76.02 ,7.91 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Latilactobacillus,s__Latilactobacillus curvatus
MAG_377,Cheese ,Species_123,1964543,56.78 ,9.48 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermabacteraceae,g__Brachybacterium,s__unknown132
MAG_378,Cheese ,Species_274,1722793,62.81 ,4.95 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis_E
MAG_379,Cheese ,Species_284,2112813,74.14 ,1.72 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lacticaseibacillus,s__Lacticaseibacillus paracasei
MAG_380,Cheese ,Species_274,2414161,99.25 ,0.94 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis_E
MAG_381,Cheese ,Species_277,3133272,62.64 ,3.45 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis
MAG_382,Cheese ,Species_274,1831951,60.06 ,1.72 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis_E
