mag_id	sample_description	fermented_food	specific_substrate	substrate_category	general_category	completeness	contamination	contigs	total_length	gc	n50	domain	phylum	class	order	family	genus	species	phylo_group	study_catalog	source
MASTER_WP4_FFoQSI_2__VB15-26__bin.9	cheese	cheese	milk	dairy	fermented_dairy	56.89655172	0	12	1103835	46.56	164305	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_SGB69403	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_2__VB15-26
MASTER_WP4_FFoQSI_2__VB15-27__bin.4	cheese	cheese	milk	dairy	fermented_dairy	54.22077922	0	89	1048215	50.48	16406	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_2__VB15-27
MASTER_WP4_FFoQSI_2__VB15-27__bin.7	cheese	cheese	milk	dairy	fermented_dairy	75	0	32	1821763	46.56	109491	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_SGB69403	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_2__VB15-27
MASTER_WP4_FFoQSI_2__VB15-28__bin.5	cheese	cheese	milk	dairy	fermented_dairy	65.51724138	0	45	741727	51.1	27716	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69401	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_2__VB15-28
MASTER_WP4_FFoQSI_2__VB15-28__bin.9	cheese	cheese	milk	dairy	fermented_dairy	70.65217391	0	26	1667769	46.55	153346	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_SGB69403	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_2__VB15-28
MASTER_WP4_FFoQSI_2__VB15-29__bin.12	cheese	cheese	milk	dairy	fermented_dairy	99.79166667	0	62	2693105	59.62	71083	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Flaviflexus	Flaviflexus_ciconiae	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_2__VB15-29
MASTER_WP4_FFoQSI_2__VB15-29__bin.13	cheese	cheese	milk	dairy	fermented_dairy	94.39220183	1.146788991	149	2397316	65.66	25525	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Garicola	Garicola_SGB98753	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_2__VB15-29
MASTER_WP4_FFoQSI_2__VB15-29__bin.19	cheese	cheese	milk	dairy	fermented_dairy	94.4209413	2.190409039	162	1765957	36.66	17273	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium_gilvum	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_2__VB15-29
MASTER_WP4_FFoQSI_2__VB15-29__bin.2	cheese	cheese	milk	dairy	fermented_dairy	95.71150097	0	79	2015648	55.22	70269	Bacteria	Actinobacteria	CFGB47577	OFGB47577	FGB47577	GGB49272	GGB49272_SGB69136	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_2__VB15-29
MASTER_WP4_FFoQSI_2__VB15-30__bin.1	cheese	cheese	milk	dairy	fermented_dairy	96.45833333	1.666666667	145	2624303	59.72	28273	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Flaviflexus	Flaviflexus_ciconiae	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_2__VB15-30
MASTER_WP4_FFoQSI_2__VB15-30__bin.12	cheese	cheese	milk	dairy	fermented_dairy	71.80232558	2.906976744	177	2648943	63.73	28896	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_sp_S22	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_2__VB15-30
MASTER_WP4_FFoQSI_2__VB15-30__bin.17	cheese	cheese	milk	dairy	fermented_dairy	98.94957983	0	46	2560172	58.93	89425	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Ancrocorticia	Ancrocorticia_populi	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_2__VB15-30
MASTER_WP4_FFoQSI_2__VB15-30__bin.34	cheese	cheese	milk	dairy	fermented_dairy	93.37231969	0	103	1919469	55.39	52483	Bacteria	Actinobacteria	CFGB47577	OFGB47577	FGB47577	GGB49272	GGB49272_SGB69136	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_2__VB15-30
MASTER_WP4_FFoQSI_2__VB16-24__bin.4	cheese	cheese	milk	dairy	fermented_dairy	52.86719346	0.305676856	95	838208	39.7	12842	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_2__VB16-24
MASTER_WP4_FFoQSI_2__VB16-25__bin.3	cheese	cheese	milk	dairy	fermented_dairy	64.95286615	0.353503847	119	1057852	39.75	11159	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_2__VB16-25
MASTER_WP4_FFoQSI_2__VB16-26__bin.2	cheese	cheese	milk	dairy	fermented_dairy	59.44063215	0.426284051	108	918579	39.78	11907	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_2__VB16-26
MASTER_WP4_FFoQSI_2__VB16-27__bin.1	cheese	cheese	milk	dairy	fermented_dairy	78.80434783	0	27	1978374	46.6	140485	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_SGB69403	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_2__VB16-27
MASTER_WP4_FFoQSI_2__VB16-27__bin.6	cheese	cheese	milk	dairy	fermented_dairy	52.07250295	0.58224163	98	824847	39.26	11770	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_2__VB16-27
MASTER_WP4_FFoQSI_2__VB16-27__bin.7	cheese	cheese	milk	dairy	fermented_dairy	75.86206897	0	53	897545	51.17	27447	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69401	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_2__VB16-27
MASTER_WP4_FFoQSI_2__VB16-28__bin.4	cheese	cheese	milk	dairy	fermented_dairy	96.21546149	0.514403292	153	1770345	42.54	17991	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_2__VB16-28
MASTER_WP4_FFoQSI_2__VB16-28__bin.8	cheese	cheese	milk	dairy	fermented_dairy	55.17241379	0	12	1101529	46.72	164305	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_SGB69403	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_2__VB16-28
MASTER_WP4_FFoQSI_2__VB16-28__bin.9	cheese	cheese	milk	dairy	fermented_dairy	79.22077922	0	58	1066227	51.07	29803	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69401	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_2__VB16-28
MASTER_WP4_FFoQSI_2__VB16-29__bin.18	cheese	cheese	milk	dairy	fermented_dairy	98.08868502	3.849934469	193	3262450	63.72	27930	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	GGB71783	GGB71783_SGB98756	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_2__VB16-29
MASTER_WP4_FFoQSI_2__VB16-29__bin.4	cheese	cheese	milk	dairy	fermented_dairy	98.1092437	0.420168067	98	2505461	58.98	41084	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Ancrocorticia	Ancrocorticia_populi	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_2__VB16-29
MASTER_WP4_FFoQSI_2__VB16-30__bin.19	cheese	cheese	milk	dairy	fermented_dairy	97.81849913	1.090750436	135	3751956	68.66	42970	Bacteria	Actinobacteria	CFGB10039	OFGB10039	FGB10039	GGB71840	GGB71840_SGB98840	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_2__VB16-30
MASTER_WP4_FFoQSI_2__VB16-30__bin.20	cheese	cheese	milk	dairy	fermented_dairy	53.95711501	0	171	1240366	55.5	8185	Bacteria	Actinobacteria	CFGB47577	OFGB47577	FGB47577	GGB49272	GGB49272_SGB69136	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_2__VB16-30
MASTER_WP4_FFoQSI_2__VB16-30__bin.22	cheese	cheese	milk	dairy	fermented_dairy	97.52359502	1.689189189	96	3307320	67.58	56287	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB69236	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_2__VB16-30
MASTER_WP4_FFoQSI_2__VB16-30__bin.26	cheese	cheese	milk	dairy	fermented_dairy	94.32773109	1.260504202	107	2256669	59.14	35864	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Ancrocorticia	Ancrocorticia_populi	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_2__VB16-30
MASTER_WP4_FFoQSI_2__VB16-30__bin.3	cheese	cheese	milk	dairy	fermented_dairy	96.45833333	0.972222222	159	2556426	59.84	25344	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Flaviflexus	Flaviflexus_ciconiae	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_2__VB16-30
MASTER_WP4_FFoQSI_2__VB16-30__bin.31	cheese	cheese	milk	dairy	fermented_dairy	98.791019	0.690846287	79	4234495	68.66	91805	Bacteria	Actinobacteria	CFGB64535	OFGB64535	FGB64535	GGB71862	GGB71862_SGB98864	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_2__VB16-30
MASTER_WP4_FFoQSI_2__VB16-30__bin.4	cheese	cheese	milk	dairy	fermented_dairy	90.88595203	0.991189427	168	2427277	55.65	18362	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_casei	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_2__VB16-30
MASTER_WP4_FFoQSI_2__VB16-30__bin.5	cheese	cheese	milk	dairy	fermented_dairy	94.0066984	2.367941712	162	1840560	36.64	16134	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium_gilvum	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_2__VB16-30
MASTER_WP4_FFoQSI_2__VB16-30__bin.6	cheese	cheese	milk	dairy	fermented_dairy	95.29411765	0.784313725	190	3441116	65.55	31834	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Dietziaceae	Dietzia	Dietzia_SGB66233	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_2__VB16-30
MASTER_WP4_FFoQSI_3__VB02-23__bin.3	cheese	cheese	milk	dairy	fermented_dairy	93.91534392	0.529100529	98	1289321	38.09	19466	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_mesenteroides	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_3__VB02-23
MASTER_WP4_FFoQSI_3__VB02-23__bin.9	cheese	cheese	milk	dairy	fermented_dairy	75.05240374	0.649350649	101	1103501	51.26	13852	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_3__VB02-23
MASTER_WP4_FFoQSI_3__VB02-24__bin.6	cheese	cheese	milk	dairy	fermented_dairy	94.50019677	0	137	1731144	36.25	19105	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_3__VB02-24
MASTER_WP4_FFoQSI_3__VB02-25__bin.8	cheese	cheese	milk	dairy	fermented_dairy	90.10013085	0	132	1298362	38.09	13194	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_mesenteroides	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_3__VB02-25
MASTER_WP4_FFoQSI_3__VB02-26__bin.1	cheese	cheese	milk	dairy	fermented_dairy	98.41269841	0	104	1358674	38.12	19303	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_mesenteroides	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_3__VB02-26
MASTER_WP4_FFoQSI_3__VB02-26__bin.2	cheese	cheese	milk	dairy	fermented_dairy	55.17241379	0	193	953587	36.66	5607	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_3__VB02-26
MASTER_WP4_FFoQSI_3__VB02-28__bin.1	cheese	cheese	milk	dairy	fermented_dairy	79.6875	1.875	17	751454	43.48	85610	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_SGB96958	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_3__VB02-28
MASTER_WP4_FFoQSI_3__VB02-28__bin.10	cheese	cheese	milk	dairy	fermented_dairy	76.89655172	1.724137931	136	2160706	46.73	20416	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_3__VB02-28
MASTER_WP4_FFoQSI_3__VB02-28__bin.12	cheese	cheese	milk	dairy	fermented_dairy	91.66666667	0	78	1353693	51.1	23529	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_3__VB02-28
MASTER_WP4_FFoQSI_3__VB02-29__bin.33	cheese	cheese	milk	dairy	fermented_dairy	71.83908046	0	181	1501875	36.41	11957	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium_gilvum	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_3__VB02-29
MASTER_WP4_FFoQSI_3__VB02-29__bin.36	cheese	cheese	milk	dairy	fermented_dairy	53.50877193	0	67	784680	54.13	19366	Bacteria	Actinobacteria	CFGB47577	OFGB47577	FGB47577	GGB49272	GGB49272_SGB69136	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB02-29
MASTER_WP4_FFoQSI_3__VB02-29__bin.38	cheese	cheese	milk	dairy	fermented_dairy	93.96024465	2.637614679	120	3519127	65.14	78581	Bacteria	Actinobacteria	CFGB10328	OFGB10328	FGB10328	GGB49332	GGB49332_SGB69233	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB02-29
MASTER_WP4_FFoQSI_3__VB02-29__bin.9	cheese	cheese	milk	dairy	fermented_dairy	89.84593838	1.540616246	186	1983694	59.14	15270	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Ancrocorticia	Ancrocorticia_populi	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB02-29
MASTER_WP4_FFoQSI_3__VB02-30__bin.13	cheese	cheese	milk	dairy	fermented_dairy	86.34453782	1.470588235	162	2058751	59.03	19075	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Ancrocorticia	Ancrocorticia_populi	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB02-30
MASTER_WP4_FFoQSI_3__VB02-30__bin.19	cheese	cheese	milk	dairy	fermented_dairy	86.32326007	0.70970696	184	2288802	44.09	17295	Bacteria	Proteobacteria	CFGB15127	OFGB15127	FGB15127	GGB49922	GGB49922_SGB69917	Proteobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB02-30
MASTER_WP4_FFoQSI_3__VB02-30__bin.22	cheese	cheese	milk	dairy	fermented_dairy	84.69785575	0.960735171	146	1555369	55.05	15119	Bacteria	Actinobacteria	CFGB47577	OFGB47577	FGB47577	GGB49272	GGB49272_SGB69136	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB02-30
MASTER_WP4_FFoQSI_3__VB02-30__bin.26	cheese	cheese	milk	dairy	fermented_dairy	56.89655172	0	26	1025664	64.37	134958	Bacteria	Actinobacteria	CFGB10328	OFGB10328	FGB10328	GGB49332	GGB49332_SGB98698	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB02-30
MASTER_WP4_FFoQSI_3__VB02-30__bin.31	cheese	cheese	milk	dairy	fermented_dairy	96.04885057	0.862068966	156	3170803	55.41	38331	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_SGB69225	Proteobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB02-30
MASTER_WP4_FFoQSI_3__VB02-30__bin.40	cheese	cheese	milk	dairy	fermented_dairy	65.51724138	0	159	1368995	36.42	11642	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium_gilvum	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_3__VB02-30
MASTER_WP4_FFoQSI_3__VB02-30__bin.8	cheese	cheese	milk	dairy	fermented_dairy	55.58103976	0.917431193	70	2499900	65.64	93942	Bacteria	Actinobacteria	CFGB10328	OFGB10328	FGB10328	GGB49332	GGB49332_SGB69233	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB02-30
MASTER_WP4_FFoQSI_3__VB04-30__bin.16	cheese	cheese	milk	dairy	fermented_dairy	70.56530214	0	53	1006302	54.41	41396	Bacteria	Actinobacteria	CFGB47577	OFGB47577	FGB47577	GGB49272	GGB49272_SGB69136	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB04-30
MASTER_WP4_FFoQSI_3__VB04-30__bin.28	cheese	cheese	milk	dairy	fermented_dairy	85.84170633	0.92837417	128	1673637	36.67	17336	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium_gilvum	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_3__VB04-30
MASTER_WP4_FFoQSI_3__VB04-30__bin.29	cheese	cheese	milk	dairy	fermented_dairy	90.97859327	0.917431193	43	3126090	65.39	102959	Bacteria	Actinobacteria	CFGB10328	OFGB10328	FGB10328	GGB49332	GGB49332_SGB69233	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB04-30
MASTER_WP4_FFoQSI_3__VB04-30__bin.30	cheese	cheese	milk	dairy	fermented_dairy	96.45833333	0	170	2463505	59.84	21608	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Flaviflexus	Flaviflexus_ciconiae	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB04-30
MASTER_WP4_FFoQSI_3__VB04-30__bin.34	cheese	cheese	milk	dairy	fermented_dairy	85.27131783	0.581395349	192	2699763	68.39	20120	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_SGB98807	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB04-30
MASTER_WP4_FFoQSI_3__VB04-30__bin.40	cheese	cheese	milk	dairy	fermented_dairy	96.45699418	0.736531987	169	2218546	65.85	21666	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Agrococcus	Agrococcus_casei	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB04-30
MASTER_WP4_FFoQSI_3__VB04-30__bin.7	cheese	cheese	milk	dairy	fermented_dairy	90.49803408	0.723023154	129	2552582	55.97	35167	Bacteria	Actinobacteria	CFGB22532	OFGB22532	FGB22532	GGB42949	GGB42949_SGB60172	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB04-30
MASTER_WP4_FFoQSI_3__VB04-30__bin.9	cheese	cheese	milk	dairy	fermented_dairy	94.52327327	0.900900901	156	2918762	69.25	32344	Bacteria	Actinobacteria	CFGB22911	OFGB22911	FGB22911	GGB52421	GGB52421_SGB73284	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB04-30
MASTER_WP4_FFoQSI_3__VB07-23__bin.4	cheese	cheese	milk	dairy	fermented_dairy	65.51724138	0	39	723867	51.07	29667	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69401	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_3__VB07-23
MASTER_WP4_FFoQSI_3__VB07-24__bin.4	cheese	cheese	milk	dairy	fermented_dairy	58.95439107	0.291120815	105	909726	39.96	11311	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_3__VB07-24
MASTER_WP4_FFoQSI_3__VB07-25__bin.3	cheese	cheese	milk	dairy	fermented_dairy	57.00630762	0.135163236	95	920895	39.66	14409	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_3__VB07-25
MASTER_WP4_FFoQSI_3__VB07-25__bin.5	cheese	cheese	milk	dairy	fermented_dairy	51.72413793	0	39	626333	50.88	23314	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69401	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_3__VB07-25
MASTER_WP4_FFoQSI_3__VB07-26__bin.7	cheese	cheese	milk	dairy	fermented_dairy	56.89655172	0	56	867291	50.43	25364	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69401	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_3__VB07-26
MASTER_WP4_FFoQSI_3__VB07-29__bin.12	cheese	cheese	milk	dairy	fermented_dairy	89.4834308	0.701754386	171	1977846	55.26	16141	Bacteria	Actinobacteria	CFGB47577	OFGB47577	FGB47577	GGB49272	GGB49272_SGB69136	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB07-29
MASTER_WP4_FFoQSI_3__VB07-29__bin.21	cheese	cheese	milk	dairy	fermented_dairy	99.22969188	0.280112045	173	2389368	59.21	28680	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Ancrocorticia	Ancrocorticia_populi	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB07-29
MASTER_WP4_FFoQSI_3__VB07-30__bin.1	cheese	cheese	milk	dairy	fermented_dairy	98.70689655	0.915948276	87	3414612	54.11	93936	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter_SGB99143	Proteobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB07-30
MASTER_WP4_FFoQSI_3__VB07-30__bin.14	cheese	cheese	milk	dairy	fermented_dairy	67.87516383	0.192951798	193	1726726	55.65	10349	Bacteria	Actinobacteria	CFGB22532	OFGB22532	FGB22532	GGB42949	GGB42949_SGB60172	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB07-30
MASTER_WP4_FFoQSI_3__VB07-30__bin.18	cheese	cheese	milk	dairy	fermented_dairy	90.12605042	0.700280112	184	1968241	59.17	17371	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Ancrocorticia	Ancrocorticia_populi	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB07-30
MASTER_WP4_FFoQSI_3__VB07-30__bin.24	cheese	cheese	milk	dairy	fermented_dairy	57.89473684	0.292397661	90	1458125	55.64	27886	Bacteria	Actinobacteria	CFGB47577	OFGB47577	FGB47577	GGB49272	GGB49272_SGB98426	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB07-30
MASTER_WP4_FFoQSI_3__VB07-30__bin.25	cheese	cheese	milk	dairy	fermented_dairy	86.39475132	3.187613843	160	1797856	43.68	16478	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium_putridalgicola	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_3__VB07-30
MASTER_WP4_FFoQSI_3__VB07-30__bin.29	cheese	cheese	milk	dairy	fermented_dairy	93.50152905	3.671545071	88	3181307	63.64	89870	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	GGB71783	GGB71783_SGB98756	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB07-30
MASTER_WP4_FFoQSI_3__VB07-30__bin.38	cheese	cheese	milk	dairy	fermented_dairy	91.61486055	1.548269581	171	1564783	36.56	12472	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium_gilvum	Firmicutes	Carlino2024	MASTER_WP4_FFoQSI_3__VB07-30
MASTER_WP4_FFoQSI_3__VB07-30__bin.42	cheese	cheese	milk	dairy	fermented_dairy	95.54099746	1.051352494	175	2650225	43.83	21467	Bacteria	Proteobacteria	CFGB15127	OFGB15127	FGB15127	GGB49922	GGB49922_SGB69917	Proteobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB07-30
MASTER_WP4_FFoQSI_3__VB07-30__bin.45	cheese	cheese	milk	dairy	fermented_dairy	95.92826355	1.041666667	138	3113333	62.62	35837	Bacteria	Proteobacteria	CFGB7968	OFGB7968	FGB7968	GGB44602	GGB44602_SGB99208	Proteobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB07-30
MASTER_WP4_FFoQSI_3__VB08-29__bin.18	cheese	cheese	milk	dairy	fermented_dairy	96.43274854	1.364522417	177	2974974	61.11	35342	Bacteria	Actinobacteria	CFGB44020	OFGB44020	FGB44020	GGB71983	GGB71983_SGB99036	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB08-29
MASTER_WP4_FFoQSI_3__VB08-29__bin.19	cheese	cheese	milk	dairy	fermented_dairy	90.74923547	1.376146789	52	3335430	65.33	95130	Bacteria	Actinobacteria	CFGB10328	OFGB10328	FGB10328	GGB49332	GGB49332_SGB69233	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB08-29
MASTER_WP4_FFoQSI_3__VB08-29__bin.20	cheese	cheese	milk	dairy	fermented_dairy	94.47044335	1.293103448	96	3300236	54.11	79651	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter_SGB99143	Proteobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB08-29
MASTER_WP4_FFoQSI_3__VB08-29__bin.30	cheese	cheese	milk	dairy	fermented_dairy	91.64482307	1.135867191	150	2882151	56.1	34532	Bacteria	Actinobacteria	CFGB22532	OFGB22532	FGB22532	GGB42949	GGB42949_SGB60172	Actinobacteria	Carlino2024	MASTER_WP4_FFoQSI_3__VB08-29
