ID	Species	GCA
11069	Kribbella antibiotica	GCA_004349055
166299	Kribbella capetownensis	GCA_004331485
11081	Kribbella catacumbae	GCA_000372465
11076	Kribbella flavida	GCA_000024345
132194	Kribbella italica	GCA_014205135
11073	Kribbella jejuensis	GCA_006715085
157980	Kribbella jiaozuonensis	GCA_005233875
158430	Kribbella monticola	GCA_003261635
11070	Kribbella sandramycini	GCA_013131805
24246	Kribbella shirazensis	GCA_011761605
140362	Kribbella sindirgiensis	GCA_004331435
11072	Kribbella solani	GCA_014205295
140329	Kribbella soli	GCA_004331345
166300	Kribbella speibonae	GCA_004331375
164414	Kribbella turkmenica	GCA_004348725
6308	Kribbia dieselivorans	GCA_001552435
5738	Kriegella aquimaris	GCA_900103215
169731	Dokdonia sp.	GCA_007827465
16787	Kroppenstedtia eburnea	GCA_013282215
134014	Kroppenstedtia guangzhouensis	GCA_014637345
132400	Kroppenstedtia pulmonis	GCA_013265585
17649	Ktedonobacter racemifer	GCA_000178855
160330	Ktedonobacter robiniae	GCA_016587375
168165	Ktedonospora formicarum	GCA_016587355
159311	Ktedonosporobacter rubrisoli	GCA_004208415
11950	Kurthia gibsonii	GCA_006539985
132162	Kurthia huakuii	GCA_000505545
23194	Kurthia massiliensis	GCA_000285555
130537	Kurthia senegalensis	GCA_000285595
11952	Kurthia sibirica	GCA_003143975
11954	Kurthia zopfii	GCA_003143955
141215	Kurthia zopfii	GCA_900637935
6084	Kushneria aurantia	GCA_000382245
6083	Kushneria avicenniae	GCA_900112585
132885	Kushneria indalinina	GCA_003385845
140736	Kushneria konosiri	GCA_002155145
6082	Kushneria marisflavi	GCA_002157205
162301	Kushneria pakistanensis	GCA_014652795
167427	Kushneria phosphatilytica	GCA_001854625
159726	Kushneria phyllosphaerae	GCA_900312995
6085	Kushneria sinocarnis	GCA_003633775
13293	Kutzneria albida	GCA_000525635
13296	Kutzneria buriramensis	GCA_003387475
13295	Kutzneria kofuensis	GCA_014203355
158437	Kyrpidia spormannii	GCA_002804065
159657	Kyrpidia spormannii	GCA_018802245
436	Kyrpidia tusciae	GCA_000092905
3930	Kytococcus aerolatus	GCA_900187395
3928	Kytococcus sedentarius	GCA_000023925
13517	Labedaea rhizosphaerae	GCA_004362825
130416	Labedella endophytica	GCA_003990045
7497	Labedella gwakjiensis	GCA_003014675
164464	Labedella phragmitis	GCA_004078635
164463	Labedella populi	GCA_004078655
133336	Saccharicrinis aurantiacus	GCA_001660705
164461	Labilibacter sediminis	GCA_005877885
166111	Labilibaculum antarcticum	GCA_002356295
164274	Labilibaculum euxinus	GCA_009795715
158272	Labilibaculum filiforme	GCA_002843315
158271	Labilibaculum manganireducens	GCA_002843385
130838	Labilithrix luteola	GCA_001263205
164010	Roseibium callyspongiae	GCA_009650605
16741	Laceyella sacchari	GCA_004343255
16748	Laceyella sediminis	GCA_003003125
164560	Lachnoanaerobaculum gingivalis	GCA_003862475
6378	Lachnoanaerobaculum orale	GCA_003862485
6376	Lachnoanaerobaculum saburreum	GCA_000185385
6377	Lachnoanaerobaculum umeaense	GCA_003254255
6358	Lachnobacterium bovis	GCA_900107245
5425	Lachnospira eligens	GCA_000146185
6359	Lachnospira multipara	GCA_000424105
169663	Otoolea muris	GCA_943193115
132396	Lachnotalea glycerini	GCA_002251105
133442	Lacibacter cauensis	GCA_007830055
168437	Lacibacter luteus	GCA_004118265
168357	Lacihabitans soyangensis	GCA_024343775
141137	Lacimicrobium alkaliphilum	GCA_002591895
133839	Lacinutrix himadriensis	GCA_001418105
169115	Lacinutrix jangbogonensis	GCA_000797445
131558	Lacinutrix venerupis	GCA_003663945
167060	Lacipirellula limnantheis	GCA_007746075
167769	Lacipirellula parvula	GCA_009177095
164320	Lacisediminihabitans profunda	GCA_008040105
164323	Lacisediminimonas profundi	GCA_008831265
2742	Lacrimispora aerotolerans	GCA_000687555
2602	Lacrimispora indolis	GCA_000526995
2704	Lacrimispora sphenoides	GCA_001312385
11791	Lacrimispora sphenoides	GCA_900105215
164705	Lacticaseibacillus absianus	GCA_013407595
6704	Lacticaseibacillus brantae	GCA_001436115
6670	Lacticaseibacillus camelliae	GCA_001311195
6559	Lacticaseibacillus casei	GCA_000615205
165741	Lacticaseibacillus casei	GCA_005795995
166889	Lacticaseibacillus chiayiensis	GCA_004123795
164494	Lacticaseibacillus daqingensis	GCA_003946115
166842	Lacticaseibacillus hegangensis	GCA_003946465
6583	Lacticaseibacillus manihotivorans	GCA_001311155
166954	Lacticaseibacillus mingshuiensis	GCA_016861785
6703	Lacticaseibacillus nasuensis	GCA_001311255
6607	Lacticaseibacillus pantheris	GCA_001311175
6546	Lacticaseibacillus paracasei subsp. paracasei	GCA_028878315
6554	Lacticaseibacillus paracasei subsp. paracasei	GCA_000949485
6555	Lacticaseibacillus paracasei subsp. paracasei	GCA_023656965
6434	Lacticaseibacillus paracasei subsp. tolerans	GCA_001436485
24130	Lacticaseibacillus porcinae	GCA_003946305
6427	Lacticaseibacillus rhamnosus	GCA_000615245
161603	Lacticaseibacillus rhamnosus	GCA_003433395
6701	Lacticaseibacillus saniviri	GCA_001311785
6522	Lacticaseibacillus sharpeae	GCA_001311055
24140	Lacticaseibacillus songhuajiangensis	GCA_003946025
164496	Lacticaseibacillus suibinensis	GCA_003946175
167502	Lacticaseibacillus suilingensis	GCA_016861845
6671	Lacticaseibacillus thailandensis	GCA_001312865
164493	Lacticaseibacillus yichunensis	GCA_003946405
6564	Lacticaseibacillus zeae	GCA_000260435
164683	Lacticaseibacillus zhaodongensis	GCA_009687905
2287	Lacticigenium naphthae	GCA_000425865
6626	Lactiplantibacillus argentoratensis	GCA_001435215
164666	Lactiplantibacillus daoliensis	GCA_005405005
164667	Lactiplantibacillus daowaiensis	GCA_005405085
164668	Lactiplantibacillus dongliensis	GCA_005405105
6682	Lactiplantibacillus fabifermentans	GCA_000498955
140024	Lactiplantibacillus fabifermentans	GCA_000565485
159428	Lactiplantibacillus garii	GCA_003885105
131552	Lactiplantibacillus herbarum	GCA_001039045
24139	Lactiplantibacillus mudanjiangensis	GCA_005405385
166847	Lactiplantibacillus nangangensis	GCA_005405065
6569	Lactiplantibacillus paraplantarum	GCA_001435655
6492	Lactiplantibacillus pentosus	GCA_001433755
164670	Lactiplantibacillus pingfangensis	GCA_005404945
6629	Lactiplantibacillus plantarum	GCA_000143745
6493	Lactiplantibacillus plantarum subsp. plantarum	GCA_001888655
6498	Lactiplantibacillus plantarum	GCA_001436855
6499	Lactiplantibacillus plantarum subsp. plantarum	GCA_002370965
6500	Lactiplantibacillus plantarum subsp. plantarum	GCA_001888665
165787	Lactiplantibacillus plantarum subsp. plantarum	GCA_019655875
164669	Lactiplantibacillus songbeiensis	GCA_005405125
23073	Lactiplantibacillus xiangfangensis	GCA_001438845
6402	Lactobacillus acetotolerans	GCA_001311725
6403	Lactobacillus acidophilus	GCA_000469745
6405	Lactobacillus acidophilus	GCA_000442825
169750	Lactobacillus agrestimuris	GCA_943193025
141151	Companilactobacillus allii	GCA_001971585
6571	Lactobacillus amylolyticus	GCA_000178475
6413	Lactobacillus amylovorus	GCA_001433985
6412	Lactobacillus amylovorus	GCA_001437365
158985	Lactobacillus amylovorus	GCA_012843555
134046	Lactobacillus apis	GCA_002837055
159711	Levilactobacillus bambusae	GCA_003124125
166164	Lacticaseibacillus baoqingensis	GCA_003946165
166234	Lapidilactobacillus bayanensis	GCA_003946695
131378	Lactobacillus bombicola	GCA_002916915
137682	Levilactobacillus brevis	GCA_000014465
138175	Levilactobacillus brevis	GCA_000159175
133069	Lactobacillus colini	GCA_017874575
160548	Lactobacillus corticis	GCA_018327645
6442	Lactobacillus crispatus	GCA_001311685
137068	Lactobacillus crispatus	GCA_008079315
139287	Lactobacillus crispatus	GCA_001567095
160075	Lactobacillus crispatus	GCA_014982905
134233	Companilactobacillus crustorum	GCA_001434585
133853	Lentilactobacillus curieae	GCA_000785105
6449	Lactobacillus delbrueckii subsp. bulgaricus	GCA_000056065
6448	Lactobacillus delbrueckii subsp. bulgaricus	GCA_001953135
6450	Lactobacillus delbrueckii	GCA_000615095
6610	Lactobacillus delbrueckii subsp. indicus	GCA_001189855
24135	Lactobacillus delbrueckii subsp. jakobsenii	GCA_000387565
6451	Lactobacillus delbrueckii subsp. lactis	GCA_000192165
6452	Lactobacillus delbrueckii subsp. lactis	GCA_021134535
6453	Lactobacillus leichmannii	GCA_021134395
6454	Lactobacillus delbrueckii subsp. lactis	GCA_001888985
135973	Lactobacillus delbrueckii subsp. lactis	GCA_021134835
137310	Lactobacillus delbrueckii subsp. lactis	GCA_021134415
139021	Lactobacillus delbrueckii subsp. lactis	GCA_021134765
139036	Lactobacillus delbrueckii subsp. lactis	GCA_021134455
24129	Lactobacillus delbrueckii subsp. sunkii	GCA_001190005
6693	Lactobacillus equicursoris	GCA_000312645
159559	Lactobacillus equicursoris	GCA_009695965
166156	Levilactobacillus fujinensis	GCA_003946335
133700	Companilactobacillus futsaii	GCA_001435505
166158	Levilactobacillus fuyuanensis	GCA_003946395
6565	Lactobacillus gallinarum	GCA_000614735
6466	Lactobacillus gasseri	GCA_000014425
160898	Lactobacillus gasseri	GCA_003307315
161177	Lactobacillus gasseri	GCA_019972195
6700	Lactobacillus gigeriorum	GCA_000296855
6536	Lactobacillus hamsteri	GCA_000615445
130378	Lactobacillus helsingborgensis	GCA_000970855
6471	Lactobacillus helveticus	GCA_000160855
136298	Lactobacillus helveticus	GCA_000765465
137106	Lactobacillus helveticus	GCA_002868275
139090	Lactobacillus helveticus	GCA_018408455
153568	Lactobacillus helveticus	GCA_001437535
160849	Lactobacillus helveticus	GCA_015698145
160853	Lactobacillus helveticus	GCA_015698165
160862	Lactobacillus helveticus	GCA_015698185
161004	Lactobacillus helveticus	GCA_015698205
162913	Lactobacillus helveticus	GCA_015698245
6705	Lactobacillus hominis	GCA_000296835
166202	Companilactobacillus huachuanensis	GCA_005404815
166160	Levilactobacillus huananensis	GCA_003946145
168284	Lactobacillus huangpiensis	GCA_019972815
166523	Lacticaseibacillus hulanensis	GCA_004010095
6580	Lactobacillus iners	GCA_000160875
6535	Lactobacillus intestinalis	GCA_001435325
133267	Fructilactobacillus ixorae	GCA_024029915
6475	Lactobacillus jensenii	GCA_001436455
166163	Loigolactobacillus jiayinensis	GCA_003946445
166165	Lacticaseibacillus jixianensis	GCA_003946485
6560	Lactobacillus johnsonii	GCA_000159355
131033	Lactobacillus johnsonii	GCA_024622485
159210	Lactobacillus johnsonii	GCA_012843525
6615	Lactobacillus kalixensis	GCA_001434335
6622	Lactobacillus kefiranofaciens	GCA_000615685
160575	Lactobacillus kefiranofaciens subsp. kefiranofaciens	GCA_002276565
6566	Lactobacillus kefiranofaciens subsp. kefirgranum	GCA_001311335
130376	Lactobacillus kimbladii	GCA_000970755
133577	Secundilactobacillus kimchicus	GCA_001313205
6627	Lactobacillus kitasatonis	GCA_000615285
130380	Lactobacillus kullabergensis	GCA_000967195
168252	Lactobacillus laiwuensis	GCA_019972835
166161	Levilactobacillus lindianensis	GCA_003946095
130375	Lactobacillus melliventris	GCA_000970775
139436	Lactiplantibacillus modestisalitolerans	GCA_005405425
166155	Levilactobacillus mulengensis	GCA_003946045
158990	Lactobacillus mulieris	GCA_007095465
141152	Companilactobacillus musae	GCA_003573575
160218	Lactobacillus nasalidis	GCA_016587775
134061	Paucilactobacillus nenjiangensis	GCA_005405445
137411	Levilactobacillus parabrevis	GCA_000383435
131132	Lacticaseibacillus paracasei	GCA_024622515
137568	Lacticaseibacillus paracasei	GCA_000014525
159797	Lactobacillus paragasseri	GCA_003307275
6465	Lactobacillus paragasseri	GCA_003307255
165142	Lactobacillus paragasseri	GCA_003307295
6489	Lactobacillus pasteurii	GCA_000297025
135967	Lactiplantibacillus plajomi	GCA_005405405
135162	Lactiplantibacillus plantarum	GCA_900618215
136607	Lactiplantibacillus plantarum	GCA_000956195
159650	Lactobacillus porci	GCA_009695985
6594	Lactobacillus psittaci	GCA_000425905
147820	Lacticaseibacillus rhamnosus	GCA_000011045
24141	Lactobacillus rodentium	GCA_003423665
6400	Lactobacillus sp.	GCA_001042405
162866	Lactobacillus sp.	GCA_007989525
166328	Companilactobacillus suantsaicola	GCA_004745525
166329	Levilactobacillus suantsaiihabitans	GCA_004745505
6690	Lactobacillus taiwanensis	GCA_001436695
131173	Lactobacillus taiwanensis	GCA_024622435
131174	Lactobacillus taiwanensis	GCA_024622445
166159	Levilactobacillus tangyuanensis	GCA_003946545
159887	Companilactobacillus metriopterae	GCA_002762335
166157	Levilactobacillus tongjiangensis	GCA_003946345
6619	Lactobacillus ultunensis	GCA_000159415
6620	Lactobacillus ultunensis	GCA_016647595
167774	Lactobacillus xujianguonis	GCA_004009905
166149	Companilactobacillus zhachilii	GCA_003606365
166162	Loigolactobacillus zhaoyuanensis	GCA_003946385
166279	Lactococcus allomyrinae	GCA_003627095
14709	Lactococcus chungangensis	GCA_002441885
14691	Lactococcus cremoris	GCA_000534815
14710	Lactococcus cremoris subsp. tructae	GCA_002441825
134042	Lactococcus formosensis	GCA_018403745
24600	Lactococcus fujiensis	GCA_001311235
130969	Lactococcus garvieae	GCA_000820425
14686	Lactococcus garvieae	GCA_000739975
14683	Lactococcus garvieae subsp. garvieae	GCA_000269925
131359	Lactococcus hircilactis	GCA_009601015
160413	Lactococcus hodotermopsidis	GCA_011170085
169751	Lactococcus ileimucosae	GCA_943193185
160361	Lactococcus insecticola	GCA_011170065
167746	Lactococcus kimchii	GCA_004210295
14699	Lactococcus lactis	GCA_001437565
14703	Lactococcus lactis	GCA_009663915
14704	Lactococcus lactis	GCA_009885055
136206	Lactococcus lactis	GCA_000344575
14693	Lactococcus lactis subsp. hordniae	GCA_001456625
131360	Lactococcus laudensis	GCA_013449735
169752	Lactococcus muris	GCA_943192955
164176	Lactococcus nasutitermitis	GCA_018403765
158748	Lactococcus petauri	GCA_002154895
14708	Lactococcus piscium	GCA_002441695
14706	Lactococcus plantarum	GCA_001591745
166304	Lactococcus protaetiae	GCA_006965445
14707	Lactococcus raffinolactis	GCA_001591765
158388	Lactococcus reticulitermitis	GCA_002260845
133905	Lactococcus taiwanensis	GCA_014905395
158433	Lactococcus termiticola	GCA_003116835
2501	Lactonifactor longoviformis	GCA_002915525
14682	Lactovum miscens	GCA_014202895
159087	Laedolimicola ammoniilytica	GCA_025567165
132052	Lamprobacter modestohalophilus	GCA_016583905
168286	Lamprocystis purpurea	GCA_000379525
167800	Lampropedia aestuarii	GCA_004803635
132456	Lampropedia cohaerens	GCA_001005215
2975	Lampropedia hyalina	GCA_900129055
3040	Lancefieldella parvula	GCA_000024225
3041	Lancefieldella rimae	GCA_000174015
166908	Lapidilactobacillus achengensis	GCA_003946655
6636	Lapidilactobacillus concavus	GCA_001435835
6534	Lapidilactobacillus dextrinicus	GCA_001436095
166783	Lapidilactobacillus gannanensis	GCA_003946675
164495	Lapidilactobacillus mulanensis	GCA_003946215
164492	Lapidilactobacillus wuchangensis	GCA_003946645
6302	Lapillicoccus jejuensis	GCA_006715055
10465	Laribacter hongkongensis	GCA_000423285
3828	Larkinella arboricola	GCA_003259745
134165	Larkinella insperata	GCA_026248825
158687	Larkinella knui	GCA_003858645
166350	Larkinella punicea	GCA_003334855
164167	Larkinella rosea	GCA_003858635
141153	Larkinella soli	GCA_003703975
164166	Larkinella terrae	GCA_009668025
168971	Larsenimonas salina	GCA_023736155
132991	Larsenimonas suaedae	GCA_023712105
6444	Latilactobacillus curvatus	GCA_001311645
167905	Latilactobacillus fragifolii	GCA_905332535
6588	Latilactobacillus fuchuensis	GCA_000615805
6468	Latilactobacillus graminis	GCA_001436415
6602	Latilactobacillus sakei subsp. carnosus	GCA_001435715
6570	Latilactobacillus sakei	GCA_000615365
164508	Lautropia dentalis	GCA_003892345
2054	Lautropia mirabilis	GCA_000186425
132579	Lawsonella clevelandensis	GCA_001293125
157758	Lawsonibacter asaccharolyticus	GCA_003112755
3812	Leadbetterella byssophila	GCA_000166395
158301	Lebetimonas natsushimae	GCA_002335445
4980	Leclercia adecarboxylata	GCA_000735515
141275	Leclercia adecarboxylata	GCA_900452575
144707	Leclercia adecarboxylata	GCA_000755535
1212	Lederbergia galactosidilytica	GCA_017873565
683	Lederbergia lenta	GCA_001591545
162434	Lederbergia panacisoli	GCA_024626525
131356	Lederbergia wuyishanensis	GCA_022900255
167173	Leeia aquatica	GCA_012641365
10520	Leeia oryzae	GCA_000376945
160640	Leekyejoonella antrihumi	GCA_007845645
153533	Leeuwenhoekiella aequorea	GCA_004104375
166692	Leeuwenhoekiella aestuarii	GCA_004104055
5602	Leeuwenhoekiella marinoflava	GCA_004104035
140891	Leeuwenhoekiella nanhaiensis	GCA_002744755
5603	Leeuwenhoekiella palythoae	GCA_004104045
6758	Legionella adelaidensis	GCA_001467055
6732	Legionella anisa	GCA_001467525
168452	Legionella antarctica	GCA_011764505
6738	Legionella birminghamensis	GCA_900452515
6706	Legionella bozemanae	GCA_001467045
6739	Legionella brunensis	GCA_001467025
6787	Legionella cardiaca	GCA_029026145
6752	Legionella cherrii	GCA_000621385
6740	Legionella cincinnatiensis	GCA_900452415
6768	Legionella drozanskii	GCA_001467585
6710	Legionella dumoffii	GCA_900450695
6733	Legionella erythra	GCA_001467615
139459	Legionella fairfieldensis	GCA_000621525
6769	Legionella fallonii	GCA_000953135
6734	Legionella feeleii	GCA_001467625
6735	Legionella feeleii	GCA_900461565
6761	Legionella geestiana	GCA_000621365
6708	Legionella gormanii	GCA_001648685
6759	Legionella gratiana	GCA_900452545
6748	Legionella hackeliae	GCA_000953655
6749	Legionella hackeliae	GCA_001467705
6737	Legionella impletisoli	GCA_014646855
6755	Legionella israelensis	GCA_900101805
6747	Legionella jamestowniensis	GCA_001467745
6741	Legionella jordanis	GCA_001467765
6765	Legionella lansingensis	GCA_000622185
6763	Legionella londiniensis	GCA_001467825
6729	Legionella longbeachae	GCA_004283175
6793	Legionella maceachernii	GCA_001467845
6788	Legionella massiliensis	GCA_000756815
6790	Legionella micdadei	GCA_000953635
6742	Legionella moravica	GCA_000423305
133651	Legionella nagasakiensis	GCA_900639915
6762	Legionella nautarum	GCA_001467895
132943	Legionella norrlandica	GCA_000770585
6743	Legionella oakridgensis	GCA_000512355
6751	Legionella parisiensis	GCA_001736145
137170	Legionella pneumophila	GCA_000586075
146251	Legionella pneumophila	GCA_900635825
146252	Legionella pneumophila	GCA_900635115
146253	Legionella pneumophila	GCA_900452805
6726	Legionella pneumophila subsp. fraseri	GCA_000586315
6727	Legionella pneumophila subsp. fraseri	GCA_000586275
6728	Legionella pneumophila subsp. pascullei	GCA_000586255
6712	Legionella pneumophila	GCA_000008485
6715	Legionella pneumophila subsp. pneumophila	GCA_000586135
6716	Legionella pneumophila subsp. pneumophila	GCA_001582135
6717	Legionella pneumophila subsp. pneumophila	GCA_000586155
6719	Legionella pneumophila subsp. pneumophila	GCA_000586355
6720	Legionella pneumophila subsp. pneumophila	GCA_000586335
6721	Legionella pneumophila subsp. pneumophila	GCA_000586295
6722	Legionella pneumophila subsp. pneumophila	GCA_000586175
6723	Legionella pneumophila subsp. pneumophila	GCA_000239175
6725	Legionella pneumophila subsp. pneumophila	GCA_000586095
6782	Legionella pneumophila subsp. pneumophila	GCA_000586235
6783	Legionella pneumophila subsp. pneumophila	GCA_028566995
6784	Legionella pneumophila subsp. pneumophila	GCA_900452705
6786	Legionella pneumophila subsp. pneumophila	GCA_900475735
24145	Legionella pneumophila subsp. pneumophila	GCA_900452675
166519	Legionella qingyii	GCA_003184185
137047	Legionella quateirensis	GCA_001467955
6757	Legionella quinlivanii	GCA_900108145
6744	Legionella sainthelensi	GCA_000621685
6754	Legionella santicrucis	GCA_001468135
133211	Legionella saoudiensis	GCA_001465875
167324	Legionella septentrionalis	GCA_003989745
6760	Legionella shakespearei	GCA_000373765
6753	Legionella steigerwaltii	GCA_001468065
6756	Legionella tucsonensis	GCA_001468035
6789	Legionella tunisiensis	GCA_000308315
6746	Legionella wadsworthii	GCA_000701265
6766	Legionella waltersii	GCA_001468085
6764	Legionella worsleiensis	GCA_001467535
6736	Legionella yabuuchiae	GCA_900640115
7339	Leifsonia aquatica	GCA_000469485
160360	Leifsonia flava	GCA_004570845
7341	Leifsonia naganoensis	GCA_013410615
7347	Leifsonia psychrotolerans	GCA_013410665
138800	Leifsonia rubra	GCA_000477555
7340	Leifsonia shinshuensis	GCA_013410375
7346	Leifsonia soli	GCA_013408745
131733	Leifsonia sp.	GCA_001424905
131734	Leifsonia sp.	GCA_001425325
131735	Leifsonia sp.	GCA_001428745
131736	Leifsonia sp.	GCA_001427485
131737	Leifsonia sp.	GCA_001423545
131738	Leifsonia sp.	GCA_001422325
131739	Leifsonia sp.	GCA_001423695
7338	Leifsonia xyli subsp. cynodontis	GCA_000470775
130799	Leisingera aquaemixtae	GCA_001458395
13670	Leisingera aquimarina	GCA_000473165
13734	Leisingera caerulea	GCA_000473325
13732	Leisingera daeponensis	GCA_000473145
13669	Leisingera methylohalidivorans	GCA_000511355
4359	Lelliottia amnigena	GCA_001514515
158809	Lelliottia jeotgali	GCA_002271215
4379	Lelliottia nimipressuralis	GCA_001875645
4981	Leminorella grimontii	GCA_000439085
165319	Leminorella grimontii	GCA_024342105
4982	Leminorella richardii	GCA_900478135
162624	Lentibacillus amyloliquefaciens	GCA_001307805
164542	Lentibacillus cibarius	GCA_005887555
164543	Lentibacillus cibarius	GCA_007004555
1364	Lentibacillus halodurans	GCA_900112045
1367	Lentibacillus jeotgali	GCA_000224785
134103	Lentibacillus juripiscarius	GCA_001311805
1363	Lentibacillus kapialis	GCA_014646635
164308	Lentibacillus lipolyticus	GCA_004145795
166345	Lentibacillus panjinensis	GCA_013387165
1368	Lentibacillus persicus	GCA_900112705
1359	Lentibacillus salicampi	GCA_004565465
159993	Lentibacillus saliphilus	GCA_019093865
140768	Lentibacillus sediminis	GCA_002763455
132130	Lentibacter algarum	GCA_900107355
6422	Lentilactobacillus buchneri	GCA_001434735
158989	Lentilactobacillus buchneri subsp. silagei	GCA_013167835
6591	Lentilactobacillus diolivorans	GCA_001434255
6643	Lentilactobacillus farraginis	GCA_000583655
168421	Lentilactobacillus fungorum	GCA_016860605
6473	Lentilactobacillus hilgardii	GCA_000159315
6477	Lentilactobacillus kefiri	GCA_001311745
6684	Lentilactobacillus kisonensis	GCA_001311425
167511	Lentilactobacillus kosonis	GCA_003864335
164704	Lentilactobacillus kribbianus	GCA_013184075
169942	Lentilactobacillus laojiaonis	GCA_020616595
6685	Lentilactobacillus otakiensis	GCA_000415925
6541	Lentilactobacillus parabuchneri	GCA_001435315
6544	Lentilactobacillus parabuchneri	GCA_001437335
6644	Lentilactobacillus parafarraginis	GCA_001311355
6567	Lentilactobacillus parakefiri	GCA_001434215
6686	Lentilactobacillus rapi	GCA_001311445
170251	Lentilactobacillus rapi subsp. dabitei	GCA_019049135
6702	Lentilactobacillus senioris	GCA_001312065
6687	Lentilactobacillus sunkii	GCA_001435575
140821	Lentimicrobium saccharophilum	GCA_001192835
13298	Lentzea aerocolonigenes	GCA_000719205
164700	Lentzea alba	GCA_011067745
13311	Lentzea albida	GCA_900111005
13309	Lentzea albidocapillata	GCA_000719115
13313	Lentzea albidocapillata subsp. violacea	GCA_900100275
13305	Lentzea atacamensis	GCA_003269295
13310	Lentzea californiensis	GCA_024648825
140311	Lentzea cavernae	GCA_014653695
13306	Lentzea atacamensis	GCA_003148865
13297	Lentzea flava	GCA_014648475
13312	Lentzea flaviverrucosa	GCA_003350445
13304	Lentzea fradiae	GCA_900100955
132427	Lentzea guizhouensis	GCA_001701025
164639	Lentzea indica	GCA_012184385
23216	Lentzea jiangxiensis	GCA_900104175
13314	Lentzea kentuckyensis	GCA_002150765
24445	Lentzea nigeriaca	GCA_016907955
158291	Lentzea pudingi	GCA_014646255
159642	Lentzea terrae	GCA_003265345
167833	Lentzea tibetensis	GCA_007845675
13308	Lentzea waywayandensis	GCA_900115955
13303	Lentzea xinjiangensis	GCA_900110955
169765	Lepagella muris	GCA_004793975
169864	Leptogranulimonas caecicola	GCA_023168405
503	Leptolinea tardivitalis	GCA_001050275
6794	Leptonema illini	GCA_000243335
168396	Leptospira abararensis	GCA_016918735
168397	Leptospira ainazelensis	GCA_016918785
168428	Leptospira ainlahdjerensis	GCA_016919175
133935	Leptospira alstonii	GCA_000347175
168620	Leptospira borgpetersenii	GCA_003046425
6806	Leptospira broomii	GCA_000243715
168388	Leptospira chreensis	GCA_016919165
164280	Leptospira ellinghausenii	GCA_003114815
167045	Leptospira fletcheri	GCA_004769195
6797	Leptospira inadai	GCA_000243675
168824	Leptospira interrogans	GCA_000343165
164279	Leptospira johnsonii	GCA_003112675
133434	Leptospira kmetyi	GCA_000243735
164281	Leptospira kobayashii	GCA_003114835
167188	Leptospira langatensis	GCA_004770615
168862	Leptospira mayottensis	GCA_000306675
6799	Leptospira meyeri	GCA_004368965
169952	Leptospira stimsonii	GCA_004770035
164282	Leptospira ryugenii	GCA_003114855
169953	Leptospira sanjuanensis	GCA_022267325
6801	Leptospira santarosai	GCA_000313175
167264	Leptospira selangorensis	GCA_004769405
166712	Leptospira semungkisensis	GCA_004770055
167977	Leptospira stimsonii	GCA_003545885
6807	Leptospira terpstrae	GCA_000332495
167026	Leptospira tipperaryensis	GCA_001729245
133936	Leptospira vanthielii	GCA_000332455
158606	Leptospira venezuelensis	GCA_002150035
168944	Leptospira wolbachii	GCA_000332515
167575	Leptospira wolffii	GCA_000306115
6808	Leptospira yanagawae	GCA_000332475
170939	Leptospira yasudae	GCA_003545925
10536	Leptospirillum ferriphilum	GCA_000755505
17930	Sphaerotilus mobilis	GCA_004216565
17861	Leptotrichia amnionii	GCA_014892255
17860	Leptotrichia buccalis	GCA_000023905
17865	Leptotrichia hofstadii	GCA_000428965
17866	Leptotrichia shahii	GCA_000373045
17863	Leptotrichia trevisanii	GCA_000482505
17867	Leptotrichia wadei	GCA_000373345
7350	Leucobacter aridicollis	GCA_013409595
132271	Leucobacter celer subsp. astrifaciens	GCA_001273835
169803	Leucobacter chinensis	GCA_019049105
7355	Leucobacter chironomi	GCA_000421845
7357	Leucobacter chromiireducens	GCA_003917135
7359	Leucobacter chromiiresistens	GCA_000231305
167619	Leucobacter chromiisoli	GCA_016522505
166704	Leucobacter coleopterorum	GCA_011382985
7362	Leucobacter denitrificans	GCA_014396385
7360	Leucobacter exalbidus	GCA_017834145
166727	Leucobacter insecticola	GCA_011382965
132275	Leucobacter japonicus	GCA_001273855
7348	Leucobacter komagatae	GCA_006716085
7352	Leucobacter luti	GCA_004217175
160811	Leucobacter massiliensis	GCA_002982315
158508	Leucobacter muris	GCA_004028235
132272	Leucobacter musarum	GCA_001273845
140342	Leucobacter ruminantium	GCA_017565705
132119	Leucobacter salsicius	GCA_000350525
168338	Leucobacter soli	GCA_910593785
130408	Leucobacter sp.	GCA_000349545
169644	Leucobacter sp.	GCA_000633415
7354	Leucobacter tardus	GCA_017583045
158382	Leucobacter triazinivorans	GCA_004208635
166695	Leucobacter viscericola	GCA_011299575
7391	Leucobacter weissii	GCA_017565745
132288	Leucobacter zeae	GCA_016758175
6827	Leuconostoc carnosum	GCA_000260375
6828	Leuconostoc citreum	GCA_004354555
163105	Leuconostoc citreum	GCA_007989545
6836	Leuconostoc fallax	GCA_000165675
6838	Leuconostoc gasicomitatum	GCA_000196855
24148	Leuconostoc gelidum subsp. aenigmaticum	GCA_019655935
24147	Leuconostoc gelidum subsp. aenigmaticum	GCA_020089445
24149	Leuconostoc gelidum subsp. aenigmaticum	GCA_020089455
6830	Leuconostoc gelidum	GCA_000166715
6839	Leuconostoc holzapfelii	GCA_012396485
6837	Leuconostoc inhae	GCA_000166735
