mag_id,substrate,completeness,contamination,contigs,total_length,gc,n50,domain,phylum,class,order,family,genus,species,group,study_catalog
LeechJ_xxxx__AF66__bin.8,grains,99.38271605,2.263374486,241,1652853,37.64,10065,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_pentosaceus,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__PT008_71775__bin.3,dairy,99.38271605,0.308641975,26,1729963,37.05,121906,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_pentosaceus,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__PU010_71775__bin.37,dairy,97.5308642,0.264550265,74,1810622,36.96,66076,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_pentosaceus,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_30__bin.10,dairy,99.07407407,0.617283951,86,1853199,37.08,52764,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_pentosaceus,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_7__bin.11,dairy,96.37345679,2.12962963,197,2321982,36.63,23369,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_pentosaceus,Firmicutes,Carlino2024
DuR_2020__DRS139334__bin.20,fermented_beverages,91.69885309,1.731601732,163,1180416,36.47,9538,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_acetotolerans,Firmicutes,Carlino2024
LeechJ_xxxx__AF49__bin.2,dairy,91.56441718,1.226993865,133,1741182,45.04,19362,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella_confusa,Firmicutes,Carlino2024
LeechJ_xxxx__AF66__bin.2,grains,95.55214724,1.656441718,197,1963491,45.03,14474,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella_confusa,Firmicutes,Carlino2024
SulaimanJ_2014__SRS398261__bin.3,legumes,95.60327198,0.858895706,166,1877789,45.02,19411,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella_confusa,Firmicutes,Carlino2024
SulaimanJ_2014__SRS398265__bin.7,legumes,94.1206544,0.920245399,147,1863412,44.96,27779,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella_confusa,Firmicutes,Carlino2024
SulaimanJ_2014__SRS398266__bin.8,legumes,95.19427403,0.988411725,130,1895968,45.06,25048,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella_confusa,Firmicutes,Carlino2024
SulaimanJ_2014__SRS398267__bin.8,legumes,93.35378323,1.226993865,126,1877727,44.97,27735,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella_confusa,Firmicutes,Carlino2024
SulaimanJ_2014__SRS398269__bin.1,legumes,97.85276074,1.533742331,86,2091701,45,42192,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella_confusa,Firmicutes,Carlino2024
LeechJ_xxxx__AF62__bin.2,grains,98.97762346,0.308641975,22,1869425,42.2,192334,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_acidilactici,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_7__bin.19,dairy,91.36445473,1.826131687,283,1500679,42.57,6194,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_acidilactici,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__PA004_73417__bin.4,dairy,96.8393425,1.131687243,159,1771256,42.32,15778,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_acidilactici,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__PA011_73417__bin.3,dairy,99.38271605,0,28,1713026,42.51,100094,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_acidilactici,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__PA207_73417__bin.13,dairy,98.14814815,0,23,1690225,42.45,105770,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_acidilactici,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__SF007_71775__bin.14,meat,94.2157688,0.617283951,72,1734011,42.41,33128,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_acidilactici,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_2__VB16-28__bin.4,dairy,96.21546149,0.514403292,153,1770345,42.54,17991,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_acidilactici,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_77__bin.11,dairy,97.5308642,1.851851852,129,1632190,42.8,19089,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_acidilactici,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_71__bin.7,meat,97.08259847,0.602586714,136,1834015,42.28,20882,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_acidilactici,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_83__bin.13,meat,95.73688272,0,14,1789785,42.21,301809,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_acidilactici,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_93__bin.4,meat,95.16546639,0,50,1749069,42.36,57792,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_acidilactici,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_103__bin.17,meat,99.38271605,0,13,1878196,42.23,315310,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_acidilactici,Firmicutes,Carlino2024
DuR_2020__DRS139335__bin.11,fermented_beverages,99.28010471,1.67539267,263,3006210,35.14,22926,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus_paralimentarius,Firmicutes,Carlino2024
LandisEA_2021__SRS5653374__bin.2,grains,95.64544277,2.22513089,187,2376520,34.92,20131,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus_paralimentarius,Firmicutes,Carlino2024
LandisEA_2021__SRS5653391__bin.5,grains,98.42931937,1.67539267,143,2410095,35.03,32060,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus_paralimentarius,Firmicutes,Carlino2024
DuR_2020__DRS139335__bin.16,fermented_beverages,90.16328525,2.34245127,364,2333354,48.33,8317,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Weizmannia,Weizmannia_coagulans,Firmicutes,Carlino2024
LiZ_2018__SRS2920550__bin.25,fermented_beverages,94.33848635,2.641165756,338,2830598,47.67,13577,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Weizmannia,Weizmannia_coagulans,Firmicutes,Carlino2024
LiZ_2018__SRS2920551__bin.1,fermented_beverages,95.84037092,1.421415561,317,2816438,47.84,15311,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Weizmannia,Weizmannia_coagulans,Firmicutes,Carlino2024
LiZ_2018__SRS2920555__bin.13,fermented_beverages,97.09680658,3.97996357,445,2818811,47.78,9437,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Weizmannia,Weizmannia_coagulans,Firmicutes,Carlino2024
PasolliE_2020__SRS6525471__bin.1,probiotics,98.08743169,0,130,3352539,46.43,45229,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Weizmannia,Weizmannia_coagulans,Firmicutes,Carlino2024
KumarJ_2019__SRS4562500__bin.15,legumes,93.49596669,1.712204007,267,2952862,37.68,14795,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus_thermoamylovorans,Firmicutes,Carlino2024
LeechJ_xxxx__AF45__bin.4,fermented_tubers_and_roots,96.70916818,3.636915604,380,3414187,37.45,13891,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus_thermoamylovorans,Firmicutes,Carlino2024
LeechJ_xxxx__AF47__bin.4,seed,95.92896175,4.792184136,296,3191104,37.4,18254,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus_thermoamylovorans,Firmicutes,Carlino2024
LeechJ_xxxx__AF52__bin.5,seed,91.11956805,2.224790995,800,3423137,37.38,5343,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus_thermoamylovorans,Firmicutes,Carlino2024
LeechJ_xxxx__AF58__bin.3,seed,92.3190545,4.575536789,620,3084560,37.26,5893,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus_thermoamylovorans,Firmicutes,Carlino2024
MASTER_WP4_CSIC_2__P2614__bin.22,dairy,91.04856512,2.378085491,220,2256246,39.73,16429,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_italicus,Firmicutes,Carlino2024
LeechJ_xxxx__AF84__bin.31,fermented_tubers_and_roots,90.13144692,0.82781457,249,1818814,40.09,11415,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_italicus,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_92__bin.17,dairy,93.85912101,0.82781457,177,1754770,40.08,13525,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_italicus,Firmicutes,Carlino2024
EscobarZepedaA_2016__SRS974112__bin.14,dairy,91.3405579,0.883002208,163,1758240,40.09,17047,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_italicus,Firmicutes,Carlino2024
MASTER_WP4_CSIC_2__P2618__bin.5,dairy,97.17439294,0.662251656,86,1994029,39.84,37186,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_italicus,Firmicutes,Carlino2024
MASTER_WP4_CSIC_2__P2619__bin.43,dairy,96.35761589,3.80794702,244,2254488,39.45,12792,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_italicus,Firmicutes,Carlino2024
MASTER_WP4_CSIC_2__P2620__bin.6,dairy,97.01986755,2.030905077,172,2278577,39.5,21646,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_italicus,Firmicutes,Carlino2024
LeechJ_xxxx__AF44__bin.2,fermented_tubers_and_roots,90.47749154,4.184881603,534,2234276,38.34,5017,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Bavariicoccus,Bavariicoccus_seileri,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_1__DC18-F-AR__bin.2,dairy,94.86338798,1.092896175,80,1910521,38.38,32731,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Bavariicoccus,Bavariicoccus_seileri,Firmicutes,Carlino2024
LeechJ_xxxx__AF03__bin.9,fermented_tubers_and_roots,90.33000159,2.897033159,224,1384097,37.89,8440,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_fallax,Firmicutes,Carlino2024
LeechJ_xxxx__AF84__bin.19,fermented_tubers_and_roots,94.58987784,3.403141361,221,1505928,37.98,9588,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_fallax,Firmicutes,Carlino2024
LeechJ_xxxx__AF49__bin.4,dairy,93.11997288,1.303155007,239,1599208,42.94,8934,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_acidilactici,Firmicutes,Carlino2024
LeechJ_xxxx__AF63__bin.10,fermented_tubers_and_roots,93.20754717,1.320754717,114,3117680,40.81,42607,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_gallinarum,Firmicutes,Carlino2024
YulandiA_2020__SRS6115053__bin.10,legumes,97.73584906,0.377358491,114,2975088,40.94,52110,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_gallinarum,Firmicutes,Carlino2024
LeechJ_xxxx__AF66__bin.4,grains,98.58128834,0.613496933,53,1953534,38.06,78249,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella_paramesenteroides,Firmicutes,Carlino2024
LeechJ_xxxx__AF25__bin.6,fermented_tubers_and_roots,94.927695,4.158898361,399,2025777,38.16,6893,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella_paramesenteroides,Firmicutes,Carlino2024
YulandiA_2020__SRS6115052__bin.21,legumes,98.36400818,0,104,1856426,37.95,43978,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella_paramesenteroides,Firmicutes,Carlino2024
YulandiA_2020__SRS6115053__bin.7,legumes,97.08588957,0.920245399,185,1761791,38,14933,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella_paramesenteroides,Firmicutes,Carlino2024
LeechJ_xxxx__AF57__bin.10,fermented_tubers_and_roots,90.66316097,0.976017847,299,1492695,38.29,6305,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella_paramesenteroides,Firmicutes,Carlino2024
LeechJ_xxxx__AF78__bin.7,grains,99.34456929,1.248439451,121,1709069,37.7,25284,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
WalshAM_2017__ERS1739840__bin.6,dairy,97.36619548,1.135677178,190,1825957,37.75,14701,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
LeechJ_xxxx__AF54__bin.10,fermented_tubers_and_roots,95.09987516,1.785714286,248,1760293,37.55,9311,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
LeechJ_xxxx__AF92__bin.3,grains,96.44194757,1.5917603,141,1606508,37.71,17904,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
LeechJ_xxxx__AF29__bin.9,grains,98.26628005,1.061173533,169,1677959,37.78,15685,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__PM012_71775__bin.5,dairy,91.26092385,0.136925617,145,1501972,37.73,13962,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_39__bin.10,dairy,92.49124079,1.669787765,154,1651779,37.61,16423,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
WalshAM_2017__ERS1739836__bin.3,dairy,93.53308365,1.248439451,209,1564333,37.59,11350,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_54__bin.10,dairy,91.97255264,0.74906367,100,1652398,37.72,33912,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
LeechJ_xxxx__AF34__bin.1,dairy,94.14592516,2.34082397,218,1621572,37.55,9912,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_6__bin.5,dairy,90.72731666,2.97752809,290,1812236,37.89,9031,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
LeechJ_xxxx__AF57__bin.11,fermented_tubers_and_roots,90.59991255,0.717447347,246,1514756,38.02,7366,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
LeechJ_xxxx__AF14__bin.3,dairy,97.94007491,0.374531835,216,1828042,38.08,14705,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
LeechJ_xxxx__AF42__bin.3,dairy,93.59772059,0.983146067,214,1515548,38.02,9114,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
LeechJ_xxxx__AF65__bin.6,dairy,91.70117265,0.936329588,76,1681842,37.45,49486,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
WalshAM_2017__ERS1739838__bin.3,dairy,99.34456929,0.561797753,71,1690555,37.68,34474,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
LeechJ_xxxx__AF94__bin.1,grains,98.87640449,0,53,1859863,37.48,50829,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
WalshAM_2017__ERS1739831__bin.3,dairy,94.06991261,0.967540574,191,1640874,37.67,13594,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
WalshAM_2017__ERS1739832__bin.2,dairy,93.60799001,0.49937578,241,1625964,37.53,9410,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
WalshAM_2017__ERS1739834__bin.1,dairy,99.62546816,0,25,1701871,37.59,103712,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
WalshAM_2017__ERS1739839__bin.1,dairy,91.94152471,0.845533992,319,1699113,37.75,6905,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equinus,Firmicutes,Carlino2024
LeechJ_xxxx__AF78__bin.4,grains,98.91304348,0.543478261,134,1838021,38.82,24064,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus_reuteri,Firmicutes,Carlino2024
LeechJ_xxxx__AF29__bin.12,grains,97.14673913,0.815217391,94,1748710,38.82,28215,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus_reuteri,Firmicutes,Carlino2024
PatroJN_2016__SRS1044738__bin.10,probiotics,95.49652489,2.504553734,278,1802001,38.55,8326,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus_reuteri,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__AS107_71775__bin.7,dairy,97.07792208,0,59,1598386,50.48,42037,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__AS111_71775__bin.16,dairy,93.18181818,0,38,1489919,50.68,56320,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
LeechJ_xxxx__AF54__bin.3,fermented_tubers_and_roots,94.2325856,0.334513971,169,1521496,50.84,13000,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
LeechJ_xxxx__AF26__bin.15,grains,93.05811015,2.059694691,248,1509271,51.16,7678,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__PA004_73417__bin.10,dairy,91.23376623,0,95,1517096,50.62,24659,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__PA011_73417__bin.4,dairy,92.33766234,0.123966942,108,1405814,50.99,21398,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_77__bin.12,dairy,93.18181818,0,96,1527143,50.87,22170,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
YulandiA_2020__SRS6115052__bin.28,legumes,93.44746163,1.796536797,103,1309363,51.32,19245,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
LeechJ_xxxx__AF16__bin.3,fermented_tubers_and_roots,93.49222747,1.039734075,212,1472660,51.37,9598,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
LeechJ_xxxx__AF53__bin.2,fermented_tubers_and_roots,95.77922078,0,137,1657329,51.01,17736,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
LeechJ_xxxx__AF70__bin.5,fermented_tubers_and_roots,92.27813853,1.590909091,205,1495053,51.43,11504,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
LeechJ_xxxx__AF88__bin.5,grains,94.71861472,0.909090909,222,1554338,51.15,9937,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
LeechJ_xxxx__AF89__bin.5,fermented_tubers_and_roots,91.88311688,0,44,1610172,50.71,77374,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__GR002_73417__bin.18,dairy,94.48051948,0,122,1524436,50.87,18232,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__MZ011_71775__bin.10,dairy,92.02648001,0.865800866,135,1408042,51.05,14101,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__T-23.1__bin.3,dairy,96.52695789,0,142,1534109,50.94,17194,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__T-24.1__bin.10,dairy,91.95883007,0.649350649,222,1401385,51.09,7719,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
MilaniC_2019__SRS3591582__bin.18,dairy,92.14285714,0,105,1420051,50.92,19609,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__PA002_73417__bin.7,dairy,95.12987013,0,76,1548659,50.7,29651,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__PM005_71775__bin.10,dairy,93.50649351,0.899977216,108,1638455,50.67,22882,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_2__VB16-22__bin.6,dairy,95.77922078,0,99,1527994,50.78,23314,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
PasolliE_2020__SRS6525480__bin.1,dairy,97.07398662,0.358851675,131,1644322,50.35,25074,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__O-25.1__bin.29,dairy,98.37662338,0,96,1779962,50.31,25605,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__O-29__bin.8,dairy,92.53246753,0,65,1604738,50.56,33303,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_115__bin.22,dairy,91.88311688,0.081168831,121,1575509,50.72,21039,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_3__VB02-21__bin.1,dairy,95.77922078,0,94,1564381,50.63,26640,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_3__VB09-23__bin.6,dairy,90.88744589,0.216450216,99,1426030,50.99,20692,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_2__VB05-28__bin.3,dairy,95.77922078,0,111,1579959,50.63,23314,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__AS202_73417__bin.7,dairy,90.58441558,0,51,1533394,50.24,50354,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__MO011_71775__bin.1,dairy,95.26564345,0.162337662,130,1366419,51.18,21184,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_3__VB02-28__bin.12,dairy,91.66666667,0,78,1353693,51.1,23529,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__FO007_71775__bin.19,dairy,94.15584416,0,64,1541378,50.55,35298,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,Firmicutes,Carlino2024
