mag_id,substrate,completeness,contamination,domain,phylum,class,order,family,genus,species,study_catalog,group
MASTER_WP4_CSIC_2__P2548__bin.4,dairy,50.7,0.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia_fermentans,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2548__bin.11,dairy,99.2,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Teunomyces,Candida_sake,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2548__bin.19,dairy,75.3,0.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2548__bin.1,dairy,52.3,2.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella,Candida_zeylanoides,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2549__bin.18,dairy,61.7,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia_fermentans,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2549__bin.20,dairy,81.5,0.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2549__bin.4,dairy,98.3,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Teunomyces,Candida_sake,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2550__bin.11,dairy,72.9,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2550__bin.15,dairy,99,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Teunomyces,Candida_sake,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2551__bin.12,dairy,58.5,0.9,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia_fermentans,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2551__bin.1,dairy,98.7,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Teunomyces,Candida_sake,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2551__bin.21,dairy,91.1,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2554__bin.10,dairy,96.2,0.4,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_racemosus,Carlino2024,Mucoromycota
MASTER_WP4_CSIC_2__P2554__bin.11,dairy,64.3,2.8,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2556__bin.19,dairy,96.1,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_parapsilosis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2556__bin.21,dairy,99.4,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Candida_intermedia,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2558__bin.44,dairy,95.4,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2558__bin.45,dairy,89.5,0.4,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2560__bin.1,dairy,95.3,0.2,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_sp_SPG_F1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2560__bin.9,dairy,97.5,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2561__bin.3,dairy,60.9,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella,Candida_zeylanoides,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2564__bin.14,dairy,99.3,1.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2564__bin.5,dairy,97,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_parapsilosis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2565__bin.9,dairy,98.8,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2566__bin.11,dairy,98.9,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2566__bin.18,dairy,81,0.9,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2566__bin.4,dairy,89.1,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_parapsilosis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2567__bin.10,dairy,91.5,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2574__bin.14,dairy,99.3,0.8,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2574__bin.23,dairy,91.2,1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia_kudriavzevii,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2574__bin.24,dairy,97.6,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_parapsilosis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2574__bin.32,dairy,95.3,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_tropicalis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2574__bin.33,dairy,95.7,0.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma,Candida_atlantica,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2576__bin.11,dairy,63.5,1.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,unknown,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2576__bin.12,dairy,95.2,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_parapsilosis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2576__bin.2,dairy,83.9,1.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2576__bin.4,dairy,78.7,0.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma,Candida_atlantica,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2577__bin.1,dairy,99.3,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2578__bin.12,dairy,91,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2580__bin.16,dairy,81.9,1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2581__bin.4,dairy,94.3,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2581__bin.20,dairy,97.6,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2584__bin.20,dairy,93.3,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2586__bin.27,dairy,54.7,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,unknown,Diutina,Diutina_catenulata,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2588__bin.26,dairy,94.7,0.3,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_camemberti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2588__bin.22,dairy,91.5,0.3,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,unknown,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2591__bin.10,dairy,77.5,0.4,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,unknown,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2591__bin.8,dairy,61.5,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,unknown,Diutina,Diutina_catenulata,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2594__bin.13,dairy,85.6,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2594__bin.9,dairy,81.4,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_parapsilosis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2596__bin.7,dairy,94.9,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma,Candida_atlantica,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2596__bin.13,dairy,96.7,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_parapsilosis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2597__bin.1,dairy,93.6,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia_kudriavzevii,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2598__bin.10,dairy,91,0.5,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_camemberti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2598__bin.18,dairy,86.5,0.5,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_amstelodami,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2598__bin.26,dairy,96.1,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_parapsilosis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2598__bin.31,dairy,51.7,1.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2598__bin.8,dairy,88.6,0.3,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,unknown,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2599__bin.11,dairy,80,0.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Candida_cabralensis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2599__bin.16,dairy,76,1.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia_fermentans,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2599__bin.22,dairy,74.1,1.6,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_marxianus,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2599__bin.26,dairy,61.8,0.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Wickerhamiella,Wickerhamiella_pararugosa,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2599__bin.30,dairy,96.5,0.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_parapsilosis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2599__bin.35,dairy,88.4,0.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia_kudriavzevii,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2599__bin.51,dairy,97.3,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2599__bin.8,dairy,81.4,2.9,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2600__bin.9,dairy,94.8,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2600__bin.1,dairy,92.3,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2604__bin.13,dairy,55.2,4.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2604__bin.12,dairy,95.2,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_parapsilosis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2606__bin.6,dairy,66.3,1.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2614__bin.19,dairy,57.7,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,unknown,unknown,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2614__bin.36,dairy,63.6,1.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_fabryi,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2614__bin.52,dairy,68.6,0.6,Eukaryota,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon_ovoides,Carlino2024,Basidiomycota
MASTER_WP4_CSIC_2__P2614__bin.14,dairy,98.2,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_parapsilosis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2614__bin.17,dairy,63.2,0.5,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_camemberti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2614__bin.24,dairy,94.2,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Yarrowia_lipolytica,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2614__bin.37,dairy,58.6,3.6,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2614__bin.51,dairy,99,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2616__bin.2,dairy,60.9,0.5,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_camemberti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2616__bin.11,dairy,99,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2616__bin.17,dairy,91.1,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Yarrowia_lipolytica,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2616__bin.19,dairy,97.1,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_parapsilosis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2616__bin.25,dairy,61.5,2.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2618__bin.29,dairy,63.5,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,unknown,Diutina,Diutina_catenulata,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2618__bin.19,dairy,96.2,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2618__bin.23,dairy,92.3,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Yarrowia_lipolytica,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2620__bin.20,dairy,95.3,0.3,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_camemberti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2620__bin.14,dairy,55.8,2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2621__bin.19,dairy,55.1,2.9,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2634__bin.19,dairy,62.3,1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_marxianus,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2634__bin.5,dairy,96.5,0.2,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_racemosus,Carlino2024,Mucoromycota
MASTER_WP4_CSIC_2__P2635__bin.13,dairy,75.3,1.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_marxianus,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2635__bin.8,dairy,95.7,0.2,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_racemosus,Carlino2024,Mucoromycota
MASTER_WP4_CSIC_2__P2636__bin.4,dairy,67.8,0.9,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_marxianus,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2636__bin.11,dairy,96,0.2,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_racemosus,Carlino2024,Mucoromycota
MASTER_WP4_CSIC_2__P2637__bin.12,dairy,58.9,1.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2637__bin.21,dairy,96.6,0.2,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_racemosus,Carlino2024,Mucoromycota
MASTER_WP4_CSIC_2__P2637__bin.6,dairy,64,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_marxianus,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2638__bin.9,dairy,96.8,0.2,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_racemosus,Carlino2024,Mucoromycota
MASTER_WP4_CSIC_2__P2639__bin.5,dairy,85.6,0.4,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_racemosus,Carlino2024,Mucoromycota
MASTER_WP4_CSIC_2__P2640__bin.3,dairy,96,0.2,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_racemosus,Carlino2024,Mucoromycota
MASTER_WP4_CSIC_2__P2641__bin.3,dairy,55.2,0.5,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_racemosus,Carlino2024,Mucoromycota
MASTER_WP4_FFoQSI_1__KM-1D__bin.19,dairy,91,0.4,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__KM-1G__bin.28,dairy,81.9,0.4,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__KM-2D__bin.35,dairy,89.2,0.3,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__KM-2G__bin.4,dairy,71.9,0.4,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__KM-5D__bin.36,dairy,74.8,0.5,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_domesticum,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__KM-5G__bin.9,dairy,58.9,0.5,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.42,dairy,94.9,0.1,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_domesticum,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.25,dairy,93.8,0.1,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_domesticum,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-03-AG__bin.36,dairy,59.6,0.7,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-03-BD__bin.31,dairy,59.9,0.7,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-03-M5__bin.23,dairy,90.5,0.4,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-03-M6__bin.42,dairy,87.6,0.3,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-04-BG__bin.7,dairy,55.8,0.5,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-05-AD__bin.14,dairy,90.2,0.3,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.14,dairy,83.9,0.2,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-09-AG__bin.36,dairy,94.1,0.1,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_domesticum,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-09-BD__bin.42,dairy,95.6,0.1,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_domesticum,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.74,dairy,84.8,0.4,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_camemberti,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-09-M8__bin.57,dairy,52.9,0.4,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_domesticum,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-12D__bin.31,dairy,69,0.1,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-14-AD__bin.11,dairy,85.7,0,Eukaryota,Ascomycota,Eurotiomycetes,Onygenales,Arachnomycetaceae,unknown,unknown,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-14-AD__bin.18,dairy,59.2,0.5,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
