ID,Species,"Culture collection number","Isolation source",Country,Continent,"Category 1","Category 2","Category 3"
1367,,,,,,#Engineered,"#Food production",#Seafood
1363,"Lentibacillus kapialis","DSM 19124, JCM 12580, PCU 259, TISTR 1551, CIP 109544","Shrimp paste, fermented###Fermented shrimp paste ('ka-pi') produced in Thailand###fermented shrimp paste###fermented shrimp paste from a market",Thailand,Asia,#Engineered,"#Food production",#Fermented
1363,,,,,,#Engineered,"#Food production",#Seafood
1363,,,,,,#Engineered,"#Food production",#Fermented
1363,,,,,,#Engineered,"#Food production",#Seafood
1363,,,,,,#Engineered,"#Food production",#Fermented
1363,,,,,,#Engineered,"#Food production",#Seafood
1363,,,,,,#Engineered,"#Food production",#Fermented
1363,,,,,,#Engineered,"#Food production",#Seafood
158989,"Lentilactobacillus buchneri subsp. silagei","DSM 107969, JCM 32599, SG 162","Rice grain silage in Japan###fermented rice grain",Japan,Asia,#Engineered,"#Food production","#Vegetable (incl. Grains)"
158989,,,,,,#Host,#Plants,"#Shrub (Scrub)"
158989,,,,,,#Engineered,"#Food production",#Fermented
158989,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
158989,,,,,,#Host,#Plants,"#Shrub (Scrub)"
158989,,,,,,#Engineered,"#Food production",#Fermented
6643,"Lentilactobacillus farraginis","DSM 18382, JCM 14108, NRIC 0676, CIP 109567","Environment, Compost of distilled shochu residue###Compost of distilled shochu residue###composting material of distilled shochu residue",Japan,Asia,#Engineered,"#Food production",#Beverage
6643,,,,,,#Engineered,"#Food production",#Fermented
6643,,,,,,#Engineered,#Biodegradation,#Composting
6643,,,,,,#Engineered,"#Food production",#Beverage
6643,,,,,,#Engineered,"#Food production",#Fermented
6643,,,,,,#Engineered,#Biodegradation,#Composting
6643,,,,,,#Engineered,"#Food production",#Beverage
6643,,,,,,#Engineered,"#Food production",#Fermented
6643,,,,,,#Engineered,#Biodegradation,#Composting
6472,"Lentilactobacillus hilgardii","DSM 20051",wine,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
6472,,,,,,#Host,#Plants,"#Shrub (Scrub)"
6472,,,,,,#Engineered,"#Food production",#Fermented
6472,,,,,,#Engineered,"#Food production",#Beverage
6473,"Lentilactobacillus hilgardii","DSM 20176, ATCC 8290, NCDO 264, NCIB 8040, CCUG 30140, LMG 6895, JCM 1155, BCRC 12937, CECT 4786, CIP 103007, IFO 15886, KCTC 3500, NBIMCC 3445, NBRC 15886, NCFB 264, NCIMB 8040, NRIC 1060, NRRL B-1843, VTT E-991266","Plant, Wine###wine",,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
6473,,,,,,#Host,#Plants,"#Shrub (Scrub)"
6473,,,,,,#Engineered,"#Food production",#Fermented
6473,,,,,,#Engineered,"#Food production",#Beverage
6473,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
6473,,,,,,#Host,#Plants,"#Shrub (Scrub)"
6473,,,,,,#Engineered,"#Food production",#Fermented
6473,,,,,,#Engineered,"#Food production",#Beverage
6473,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
6473,,,,,,#Host,#Plants,"#Shrub (Scrub)"
6473,,,,,,#Engineered,"#Food production",#Fermented
6473,,,,,,#Engineered,"#Food production",#Beverage
6473,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
6473,,,,,,#Host,#Plants,"#Shrub (Scrub)"
6473,,,,,,#Engineered,"#Food production",#Fermented
6473,,,,,,#Engineered,"#Food production",#Beverage
6684,"Lentilactobacillus kisonensis","DSM 19906, JCM 15041, NRIC 0741, YIT 11168, CIP 110026","Sunki, non-salted pickle solution###Sunki, traditional Japanese pickles###non-salted pickle solution used in production of sunki (Japanese traditional fermented leaves and stems of red turnips)",Japan,Asia,#Engineered,"#Food production",#Fermented
6684,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6684,,,,,,#Engineered,"#Food production",#Fermented
6684,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6684,,,,,,#Engineered,"#Food production",#Fermented
6684,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6685,"Lentilactobacillus otakiensis","DSM 19908, JCM 15040, NRIC 0742, YIT 11163, CIP 110027","Sunki, non-salted pickle solution###Sunki, traditional Japanese pickles###non-salted pickle solution used in production of sunki (Japanese traditional fermented leaves and stems of red turnips)",Japan,Asia,#Engineered,"#Food production",#Fermented
6685,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6685,,,,,,#Engineered,"#Food production",#Fermented
6685,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6685,,,,,,#Engineered,"#Food production",#Fermented
6685,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6544,"Lentilactobacillus parabuchneri","DSM 15352, CIP 106749, JCM 12511, LMG 22038, NCIMB 13725","Environment, Blair athol distillery###Late fermentation sample from a malt whiskey distillery###blair athol distillery","United Kingdom",Europe,#Engineered,"#Food production",#Beverage
6544,,,,,,#Engineered,"#Food production",#Fermented
6544,,,,,,#Engineered,"#Built environment",
6544,,,,,,#Engineered,"#Food production",#Beverage
6544,,,,,,#Engineered,"#Food production",#Fermented
6544,,,,,,#Engineered,"#Built environment",
6544,,,,,,#Engineered,"#Food production",#Beverage
6544,,,,,,#Engineered,"#Food production",#Fermented
6544,,,,,,#Engineered,"#Built environment",
6644,"Lentilactobacillus parafarraginis","DSM 18390, JCM 14109, NRIC 0677, CIP 109568","Environment, Compost of distilled shochu residue###Compost of distilled shochu residue###composting material of distilled shochun residue",Japan,Asia,#Engineered,"#Food production",#Beverage
6644,,,,,,#Engineered,"#Food production",#Fermented
6644,,,,,,#Engineered,#Biodegradation,#Composting
6644,,,,,,#Engineered,"#Food production",#Beverage
6644,,,,,,#Engineered,"#Food production",#Fermented
6644,,,,,,#Engineered,#Biodegradation,#Composting
6644,,,,,,#Engineered,"#Food production",#Beverage
6644,,,,,,#Engineered,"#Food production",#Fermented
6644,,,,,,#Engineered,#Biodegradation,#Composting
6686,"Lentilactobacillus rapi","DSM 19907, JCM 15042, NRIC 0743, YIT 11204, CIP 110029, NBRC 109618","Sunki, non-salted pickle solution###Sunki, traditional Japanese pickles###non-salted pickle solution used in production of sunki (Japanese traditional fermented leaves and stems of red turnips)",Japan,Asia,#Engineered,"#Food production",#Fermented
6686,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6686,,,,,,#Engineered,"#Food production",#Fermented
6686,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6686,,,,,,#Engineered,"#Food production",#Fermented
6686,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6687,"Lentilactobacillus sunkii","DSM 19904, JCM 15039, NRIC 0744, YIT 11161, CIP 110028","Sunki, non-salted pickle solution###Sunki, traditional Japanese pickles###non-salted pickle solution used in production of sunki (Japanese traditional fermented leaves and stems of red turnips)",Japan,Asia,#Engineered,"#Food production",#Fermented
6687,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6687,,,,,,#Engineered,"#Food production",#Fermented
6687,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6687,,,,,,#Engineered,"#Food production",#Fermented
6687,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6688,"Lentilactobacillus sunkii","DSM 19905, JCM 15046, YIT 11549","non-salted pickle solution used in production of sunki (Japanese traditional fermented leaves and stems of red turnips)",Japan,Asia,#Engineered,"#Food production",#Fermented
6688,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
7361,"Leucobacter celer","DSM 26651, JCM 16465, KACC 14220, NAL 101","Gajami sikhae (jeotgal), a traditional Korean fermented seafood###gajami-sikhae, a traditional Korean fermented food","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
7361,,,,,,#Engineered,"#Food production",#Seafood
7361,,,,,,#Engineered,"#Food production",#Fermented
7361,,,,,,#Engineered,"#Food production",#Seafood
132119,"Leucobacter salsicius","DSM 103340, JCM 16362, KACC 21127","Jeotgal (a Korean salt-fermented food containing tiny shrimps)###jeotgal, a Korean salt-fermented food","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
132119,,,,,,#Engineered,"#Food production",#Seafood
132119,,,,,,#Engineered,"#Food production",#Fermented
132119,,,,,,#Engineered,"#Food production",#Seafood
150455,"Leuconostoc citreum","CCUG 39979","Carrots,ecological fermentation",Sweden,Europe,#Engineered,"#Food production",#Fermented
150455,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6836,"Leuconostoc fallax","DSM 20189, ATCC 700006, CCUG 30061, JCM 9694, CCM 4303, CECT 4701, CECT 7087, CGMCC 1.2438, CIP 104855, KCTC 3537, LMG 13177, LMG 18975, NCFB 2796, NCIMB 702796, NRIC 0210, VTT E-98973","Pickled cabbage (Sauerkraut)###sauerkraut",,,#Condition,#Saline,
6836,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6836,,,,,,#Engineered,"#Food production",#Fermented
6836,,,,,,#Condition,#Saline,
6836,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6836,,,,,,#Engineered,"#Food production",#Fermented
6836,,,,,,#Condition,#Saline,
6836,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6836,,,,,,#Engineered,"#Food production",#Fermented
6837,"Leuconostoc inhae","DSM 15101, KCTC 3774, JCM 17833, CECT 7026, CIP 108081, LMG 22919, NRIC 0562","Food, Kimchi, fermented vegetale food in Korea###From Kimchi(fermented vegetable food in Korea)###Kimchi###kimchi (fermented vegetable food in Korea)","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
6837,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6837,,,,,,#Engineered,"#Food production",#Fermented
6837,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6837,,,,,,#Engineered,"#Food production",#Fermented
6837,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6837,,,,,,#Engineered,"#Food production",#Fermented
6837,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
141962,"Leuconostoc lactis","CCUG 8883 B",Kefir,Sweden,Europe,#Engineered,"#Food production",#Beverage
141962,,,,,,#Engineered,"#Food production",#Fermented
141962,,,,,,#Engineered,"#Food production","#Dairy product"
150485,"Leuconostoc mesenteroides","CCUG 41415","Cabbage,ecological,end of natural fermentation",Sweden,Europe,#Engineered,"#Food production",#Fermented
150485,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
140557,"Leuconostoc mesenteroides subsp. jonggajibkimchii","JCM 31787, KCCM 43249, BCRC 81165","Kimchi###a commercial kimchi","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
140557,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
140557,,,,,,#Engineered,"#Food production",#Fermented
140557,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6825,"Leuconostoc mesenteroides","DSM 20343, ATCC 8293, CCM 1803, NCDO 523, NCIB 8023, CCUG 30066, NRRL B-3470, JCM 6124, CIP 102305, IMET 10695, LMG 8205, NCIMB 8023","Food, Fermenting olives###Olives###fermenting olives",,,#Engineered,"#Food production",#Fermented
6825,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
6825,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6825,,,,,,#Engineered,"#Food production",#Fermented
6825,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
6825,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6825,,,,,,#Engineered,"#Food production",#Fermented
6825,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
6825,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6840,"Leuconostoc palmae","DSM 21144, LMG 24510, TMW 2.694, JCM 16944, CIP 110077","Food, Palm, wine###palm wine",Germany###Senegal,Europe###Africa,"#Host Body Product",#Plant,"#Plant sap (Flux)"
6840,,,,,,#Host,#Plants,#Tree
6840,,,,,,#Engineered,"#Food production",#Fermented
6840,,,,,,#Engineered,"#Food production",#Beverage
6840,,,,,,"#Host Body Product",#Plant,"#Plant sap (Flux)"
6840,,,,,,#Host,#Plants,#Tree
6840,,,,,,#Engineered,"#Food production",#Fermented
6840,,,,,,#Engineered,"#Food production",#Beverage
6840,,,,,,"#Host Body Product",#Plant,"#Plant sap (Flux)"
6840,,,,,,#Host,#Plants,#Tree
6840,,,,,,#Engineered,"#Food production",#Fermented
6840,,,,,,#Engineered,"#Food production",#Beverage
6651,"Levilactobacillus brevis","DSM 1268, NCIB 8561",beer,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
6651,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
6651,,,,,,#Engineered,"#Food production",#Fermented
6651,,,,,,#Engineered,"#Food production",#Beverage
6654,"Levilactobacillus brevis","DSM 6235, CCM 7932, CIP 103474","Other, Spoilt beer###spoilt beer",,,#Engineered,"#Food production",#Beverage
6654,,,,,,#Environmental,"#Microbial community",
6654,,,,,,#Engineered,"#Food production",#Fermented
6654,,,,,,#Engineered,"#Food production",#Beverage
6654,,,,,,#Environmental,"#Microbial community",
6654,,,,,,#Engineered,"#Food production",#Fermented
6656,"Levilactobacillus brevis","CCUG 21531, DSM 20556, ATCC 8287, CCM 1815, IAM 1082, IFO 3345, NBRC 3345, NCDO 474, NCIB 8038, JCM 1559, BCRC 10361, BUCSAV 220, KCTC 3102, LMG 7761, NCIMB 8038, NCTC 13386, NRIC 1034","Green, fermenting Sevillano variety olives###green fermenting Sevillano variety olives",,,#Engineered,"#Food production",#Fermented
6656,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
6656,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6656,,,,,,#Engineered,"#Food production",#Fermented
6656,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
6656,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6656,,,,,,#Engineered,"#Food production",#Fermented
6656,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
6656,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
140403,"Levilactobacillus cerevisiae","DSM 100836, TUM BP 140423000-2250, CIP 111489, LMG 29073","Food, Spoiled beer sample###a contaminated bright beer tank sample from a German brewery###bright beer tank",Germany,Europe,#Engineered,"#Food production",#Beverage
140403,,,,,,#Engineered,"#Food production",#Fermented
140403,,,,,,#Engineered,#Contamination,
140403,,,,,,#Engineered,"#Built environment","#Container (Reservoir)"
140403,,,,,,#Engineered,"#Food production",#Beverage
140403,,,,,,#Engineered,"#Food production",#Fermented
140403,,,,,,#Engineered,#Contamination,
140403,,,,,,#Engineered,"#Built environment","#Container (Reservoir)"
140403,,,,,,#Engineered,"#Food production",#Beverage
140403,,,,,,#Engineered,"#Food production",#Fermented
140403,,,,,,#Engineered,#Contamination,
140403,,,,,,#Engineered,"#Built environment","#Container (Reservoir)"
24128,"Levilactobacillus koreensis","DSM 27983, JCM 16448, KCTC 13530, DCY 50, BCRC 81078","From cabbage kimchi(traditional Korean fermented food)###Kimchi###cabbage kimchi","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
24128,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
24128,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
24128,,,,,,#Engineered,"#Food production",#Fermented
24128,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
24128,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
24128,,,,,,#Engineered,"#Food production",#Fermented
24128,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
24128,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6695,"Levilactobacillus paucivorans","DSM 22467, JCM 18045, LMG 25291, TMW 1.1424","Storage tank of a brewery###yeast storage tank containing lager beer",Germany,Europe,#Engineered,"#Food production",#Beverage
6695,,,,,,#Host,#Yeast,
6695,,,,,,#Engineered,"#Food production",#Fermented
6695,,,,,,#Engineered,"#Built environment","#Container (Reservoir)"
6695,,,,,,#Engineered,"#Food production",#Beverage
6695,,,,,,#Host,#Yeast,
6695,,,,,,#Engineered,"#Food production",#Fermented
6695,,,,,,#Engineered,"#Built environment","#Container (Reservoir)"
6679,"Levilactobacillus senmaizukei","DSM 21775, NBRC 103853, TISTR 1847, CIP 109886","Japanese pickle###pickles",Japan,Asia,#Condition,#Saline,
6679,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6679,,,,,,#Engineered,"#Food production",#Fermented
6679,,,,,,#Condition,#Saline,
6679,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6679,,,,,,#Engineered,"#Food production",#Fermented
130365,"Levilactobacillus yonginensis","DSM 29216, JCM 18023, KACC 16236, BCRC 81079","Kimchi###Korean fermented food, Kimchi","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
130365,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
130365,,,,,,#Engineered,"#Food production",#Fermented
130365,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6606,"Ligilactobacillus acidipiscis","CCUG 46556, CIP 106750, PCU 207, DSM 15836, HSCC 1411, JCM 10692, NRIC 0300, TISTR 1386, NBRC 102163","Fermented fish (pla-ra)###fermented fish",Thailand,Asia,#Engineered,"#Food production",#Fermented
6606,,,,,,#Host,#Fishes,
6606,,,,,,#Engineered,"#Food production",#Seafood
6606,,,,,,#Engineered,"#Food production",#Fermented
6606,,,,,,#Host,#Fishes,
6606,,,,,,#Engineered,"#Food production",#Seafood
6606,,,,,,#Engineered,"#Food production",#Fermented
6606,,,,,,#Host,#Fishes,
6606,,,,,,#Engineered,"#Food production",#Seafood
24127,"Ligilactobacillus pobuzihii","DSM 28122, KCTC 13174, NBRC 103219, RIFY 6501, JCM 18084, CIP 110289","Food, Fermented cummingcordia, food###From pobuzih, fermented cummingcordia###fermented cummingcordia (pobuzihi)","Taiwan, Province of China",Asia,#Engineered,"#Food production",#Fermented
24127,,,,,,#Engineered,"#Food production",#Food
24127,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
24127,,,,,,#Engineered,"#Food production",#Fermented
24127,,,,,,#Engineered,"#Food production",#Food
24127,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
24127,,,,,,#Engineered,"#Food production",#Fermented
24127,,,,,,#Engineered,"#Food production",#Food
24127,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
24127,,,,,,#Engineered,"#Food production",#Fermented
24127,,,,,,#Engineered,"#Food production",#Food
24127,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6575,"Limosilactobacillus panis","DSM 6035, JCM 11053, CCUG 37482, CIP 109875","Rye sourdough###sourdough",Germany,Europe,#Engineered,"#Food production",#Fermented
6575,,,,,,#Engineered,"#Food production",#Fermented
6575,,,,,,#Engineered,"#Food production",#Fermented
6575,,,,,,#Engineered,"#Food production",#Fermented
6669,"Limosilactobacillus secaliphilus","DSM 17896, CCUG 53218, TMW 1.1309, CIP 109557, JCM 15613","Type II sourdough fermentation###Rye sourdough###sour dough",Germany,Europe,#Engineered,"#Food production",#Fermented
6669,,,,,,#Engineered,"#Food production",#Fermented
6669,,,,,,#Engineered,"#Food production",#Fermented
6669,,,,,,#Engineered,"#Food production",#Fermented
6680,"Liquorilactobacillus capillatus","DSM 19910, BCRC 17811, JCM 15044, YIT 11306, LMG 29533, CIP 109977","Tofu brine, fermented###Stinky tofu brine###isolated from fermented brine used for stinky tofu production","Taiwan, Province of China",Asia,#Engineered,"#Food production",#Fermented
6680,,,,,,#Condition,#Saline,
6680,,,,,,#Engineered,"#Food production",#Food
6680,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6680,,,,,,#Engineered,"#Food production",#Fermented
6680,,,,,,#Condition,#Saline,
6680,,,,,,#Engineered,"#Food production",#Food
6680,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6680,,,,,,#Engineered,"#Food production",#Fermented
6680,,,,,,#Condition,#Saline,
6680,,,,,,#Engineered,"#Food production",#Food
6680,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6672,"Liquorilactobacillus hordei","DSM 19519, CIP 109892, JCM 16179, LMG 24241","malted barley",Belgium,Europe,#Engineered,"#Food production",#Fermented
6672,,,,,,#Engineered,"#Food production",#Beverage
6672,,,,,,#Engineered,#Treatment,
6672,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
6672,,,,,,#Engineered,"#Food production",#Fermented
6672,,,,,,#Engineered,"#Food production",#Beverage
6672,,,,,,#Engineered,#Treatment,
6672,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
6672,,,,,,#Engineered,"#Food production",#Fermented
6672,,,,,,#Engineered,"#Food production",#Beverage
6672,,,,,,#Engineered,#Treatment,
6672,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
6673,"Liquorilactobacillus hordei","DSM 19520","malted barley",Belgium,Europe,#Engineered,"#Food production",#Fermented
6673,,,,,,#Engineered,"#Food production",#Beverage
6673,,,,,,#Engineered,#Treatment,
6673,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
6586,"Liquorilactobacillus nagelii","DSM 13675, ATCC 700692, CCUG 43575, JCM 12492, KCTC 21009, CIP 107647","Food, Partially fermented wine###Wines undergoing sluggish/stuck alcoholic fermentation###Commercial red wine###partially fermented wine","United States of America###USA","North America",#Engineered,"#Food production",#Beverage
6586,,,,,,#Engineered,"#Food production",#Fermented
6586,,,,,,#Engineered,"#Food production",#Beverage
6586,,,,,,#Engineered,"#Food production",#Fermented
6586,,,,,,#Engineered,"#Food production",#Beverage
6586,,,,,,#Engineered,"#Food production",#Fermented
6586,,,,,,#Engineered,"#Food production",#Beverage
6586,,,,,,#Engineered,"#Food production",#Fermented
6676,"Liquorilactobacillus oeni","DSM 19972, CECT 7334, JCM 18036, CIP 110039","Food, Bobal grape wines###Bobal wine",Spain,Europe,#Engineered,"#Food production",#Beverage
6676,,,,,,#Engineered,"#Food production",#Fermented
6676,,,,,,#Engineered,"#Food production",#Beverage
6676,,,,,,#Engineered,"#Food production",#Fermented
6676,,,,,,#Engineered,"#Food production",#Beverage
6676,,,,,,#Engineered,"#Food production",#Fermented
6621,"Liquorilactobacillus satsumensis","DSM 16230, NRIC 0604, CCUG 52399, JCM 12392, CIP 109882, NCIMB 14549","Food, Fermented rice###Mashes of shouchu (traditional Japanese distilled spirits)###shochu mash",Japan,Asia,#Engineered,"#Food production",#Beverage
6621,,,,,,#Engineered,"#Food production",#Fermented
6621,,,,,,#Engineered,"#Food production",#Beverage
6621,,,,,,#Engineered,"#Food production",#Fermented
6621,,,,,,#Engineered,"#Food production",#Beverage
6621,,,,,,#Engineered,"#Food production",#Fermented
6621,,,,,,#Engineered,"#Food production",#Beverage
6621,,,,,,#Engineered,"#Food production",#Fermented
6641,"Liquorilactobacillus vini","DSM 20605, CECT 5924, Mont 4, JCM 14280, CIP 109261","Grape must ferment at high temperature###Fermenting grape musts###grape must, fermenting at high temperature",,,#Engineered,"#Food production",#Beverage
6641,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
6641,,,,,,#Engineered,"#Food production",#Fermented
6641,,,,,,#Engineered,"#Food production",#Beverage
6641,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
6641,,,,,,#Engineered,"#Food production",#Fermented
6641,,,,,,#Engineered,"#Food production",#Beverage
6641,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
6641,,,,,,#Engineered,"#Food production",#Fermented
6642,"Loigolactobacillus backii","DSM 18080, JCM 18665, LMG 23555","Lagar beer###spoiled lager beer",Germany,Europe,#Engineered,"#Food production",#Beverage
6642,,,,,,#Environmental,"#Microbial community",
6642,,,,,,#Engineered,"#Food production",#Fermented
6642,,,,,,#Engineered,"#Food production",#Beverage
6642,,,,,,#Environmental,"#Microbial community",
6642,,,,,,#Engineered,"#Food production",#Fermented
12622,"Luteococcus japonicus","CCUG 38729, DSM 10547, ATCC 51527, CCM 2142, CIP 104066, IFO 15385, NBRC 15385, OUT 8100","Environment, Brewing water###Brewing water 'Miyamizu'###water for brewing sake ""Miyamizu""",Japan,Asia,#Engineered,"#Food production",#Beverage
12622,,,,,,#Environmental,#Aquatic,
12622,,,,,,#Engineered,"#Food production",#Fermented
12622,,,,,,#Engineered,"#Food production",#Beverage
12622,,,,,,#Environmental,#Aquatic,
12622,,,,,,#Engineered,"#Food production",#Fermented
12622,,,,,,#Engineered,"#Food production",#Beverage
12622,,,,,,#Environmental,#Aquatic,
12622,,,,,,#Engineered,"#Food production",#Fermented
487,"Marinobacter vinifirmus","DSM 17747, CCUG 52119, CIP 109495","Environment, Wine wastewater of evaporation pond###Wine wastewater of evaporation pond###wine wastewater of evaposation pond after decalcification of the tanks",France,Europe,#Engineered,"#Food production",#Beverage
487,,,,,,#Environmental,#Aquatic,"#Pond (small)"
487,,,,,,#Engineered,#Waste,#Wastewater
487,,,,,,#Engineered,"#Food production",#Fermented
487,,,,,,#Engineered,"#Food production",#Beverage
487,,,,,,#Environmental,#Aquatic,"#Pond (small)"
487,,,,,,#Engineered,#Waste,#Wastewater
487,,,,,,#Engineered,"#Food production",#Fermented
487,,,,,,#Engineered,"#Food production",#Beverage
487,,,,,,#Environmental,#Aquatic,"#Pond (small)"
487,,,,,,#Engineered,#Waste,#Wastewater
487,,,,,,#Engineered,"#Food production",#Fermented
11279,"Marinospirillum insulare","DSM 21763, LMG 21802, NBRC 100033","fermented fish brine (kusaya gravy)",Japan,Asia,#Engineered,"#Food production",#Fermented
11279,,,,,,#Condition,#Saline,
11279,,,,,,#Host,#Fishes,
11279,,,,,,#Engineered,"#Food production",#Seafood
17128,"Megasphaera cerevisiae","DSM 20461, ATCC 43236, JCM 6129","Spoiled beer###spoilt beer",Germany,Europe,#Engineered,"#Food production",#Beverage
17128,,,,,,#Environmental,"#Microbial community",
17128,,,,,,#Engineered,"#Food production",#Fermented
17128,,,,,,#Engineered,"#Food production",#Beverage
17128,,,,,,#Environmental,"#Microbial community",
17128,,,,,,#Engineered,"#Food production",#Fermented
17129,"Megasphaera cerevisiae","DSM 20462, ATCC 43254, PAT 1, JCM 6130, VTT E-79111","Spoiled beer###spoilt beer",Germany,Europe,#Engineered,"#Food production",#Beverage
17129,,,,,,#Environmental,"#Microbial community",
17129,,,,,,#Engineered,"#Food production",#Fermented
17129,,,,,,#Engineered,"#Food production",#Beverage
17129,,,,,,#Environmental,"#Microbial community",
17129,,,,,,#Engineered,"#Food production",#Fermented
17131,"Megasphaera paucivorans","DSM 16981, VTT E-032341","spoiled Italian beer",Italy,Europe,#Engineered,"#Food production",#Beverage
17131,,,,,,#Environmental,"#Microbial community",
17131,,,,,,#Engineered,"#Food production",#Fermented
17132,"Megasphaera sueciensis","DSM 17042, VTT E-97791","spoiled Swedish beer",Sweden,Europe,#Engineered,"#Food production",#Beverage
17132,,,,,,#Environmental,"#Microbial community",
17132,,,,,,#Engineered,"#Food production",#Fermented
1250,"Mesobacillus jeotgali","DSM 18226, CIP 107104, JCM 10885, KCCM 41040, BCRC 20126, CCM 7133, CGMCC 1.3651, KCTC 3839","Food, Korean traditonal fermented food###jeotgal, Korean traditional fermented seafood","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
1250,,,,,,#Engineered,"#Food production",#Seafood
1250,,,,,,#Engineered,"#Food production",#Fermented
1250,,,,,,#Engineered,"#Food production",#Seafood
1250,,,,,,#Engineered,"#Food production",#Fermented
1250,,,,,,#Engineered,"#Food production",#Seafood
