study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_name	library_strategy	read_count	experiment_title	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title	bam_ftp
PRJEB39163	SAMEA7032837	ERX4260551	ERR4311908	870726	food metagenome	11442.G87548	AMPLICON	922407	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87548	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4311908/ERR4311908.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311908/11442.G87548.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4311908	qiita_sid_11442:11442.G87548	11442.G87548	
PRJEB39163	SAMEA7032840	ERX4260554	ERR4311911	870726	food metagenome	11442.G87553	AMPLICON	689526	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87553	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4311911/ERR4311911.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311911/11442.G87553.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4311911	qiita_sid_11442:11442.G87553	11442.G87553	
PRJEB39163	SAMEA7032843	ERX4260557	ERR4311914	870726	food metagenome	11442.G87556	AMPLICON	987380	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87556	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4311914/ERR4311914.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311914/11442.G87556.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4311914	qiita_sid_11442:11442.G87556	11442.G87556	
PRJEB39163	SAMEA7032844	ERX4260558	ERR4311915	870726	food metagenome	11442.G87557	AMPLICON	828238	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87557	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/005/ERR4311915/ERR4311915.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311915/11442.G87557.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/005/ERR4311915	qiita_sid_11442:11442.G87557	11442.G87557	
PRJEB39163	SAMEA7032848	ERX4260562	ERR4311919	870726	food metagenome	11442.G87581	AMPLICON	528854	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87581	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4311919/ERR4311919.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311919/11442.G87581.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4311919	qiita_sid_11442:11442.G87581	11442.G87581	
PRJEB39163	SAMEA7032850	ERX4260564	ERR4311921	870726	food metagenome	11442.G87583	AMPLICON	656898	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87583	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4311921/ERR4311921.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311921/11442.G87583.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4311921	qiita_sid_11442:11442.G87583	11442.G87583	
PRJEB39163	SAMEA7032852	ERX4260566	ERR4311923	870726	food metagenome	11442.G87585	AMPLICON	681118	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87585	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4311923/ERR4311923.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311923/11442.G87585.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4311923	qiita_sid_11442:11442.G87585	11442.G87585	
PRJEB39163	SAMEA7032853	ERX4260567	ERR4311924	870726	food metagenome	11442.G87594	AMPLICON	721377	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87594	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4311924/ERR4311924.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311924/11442.G87594.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4311924	qiita_sid_11442:11442.G87594	11442.G87594	
PRJEB39163	SAMEA7032856	ERX4260570	ERR4311927	870726	food metagenome	11442.G87597	AMPLICON	427611	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87597	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/007/ERR4311927/ERR4311927.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311927/11442.G87597.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/007/ERR4311927	qiita_sid_11442:11442.G87597	11442.G87597	
PRJEB39163	SAMEA7032857	ERX4260571	ERR4311928	870726	food metagenome	11442.G87598	AMPLICON	468745	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87598	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4311928/ERR4311928.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311928/11442.G87598.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4311928	qiita_sid_11442:11442.G87598	11442.G87598	
PRJEB39163	SAMEA7032860	ERX4260574	ERR4311931	870726	food metagenome	11442.G87602	AMPLICON	5987	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87602	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4311931/ERR4311931.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311931/11442.G87602.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4311931	qiita_sid_11442:11442.G87602	11442.G87602	
PRJEB39163	SAMEA7032862	ERX4260576	ERR4311933	870726	food metagenome	11442.G87604	AMPLICON	697881	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87604	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4311933/ERR4311933.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311933/11442.G87604.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4311933	qiita_sid_11442:11442.G87604	11442.G87604	
PRJEB39163	SAMEA7032864	ERX4260578	ERR4311935	1154581	food fermentation metagenome	11442.G90210	AMPLICON	805823	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G90210	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/005/ERR4311935/ERR4311935.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311935/11442.G90210.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/005/ERR4311935	qiita_sid_11442:11442.G90210	11442.G90210	
PRJEB39163	SAMEA7032867	ERX4260581	ERR4311938	1154581	food fermentation metagenome	11442.G90213	AMPLICON	110337	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G90213	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4311938/ERR4311938.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311938/11442.G90213.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4311938	qiita_sid_11442:11442.G90213	11442.G90213	
PRJEB39163	SAMEA7032869	ERX4260583	ERR4311940	870726	food metagenome	11442.G90221	AMPLICON	706443	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G90221	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/000/ERR4311940/ERR4311940.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311940/11442.G90221.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/000/ERR4311940	qiita_sid_11442:11442.G90221	11442.G90221	
PRJEB39163	SAMEA7032871	ERX4260585	ERR4311942	870726	food metagenome	11442.G90223	AMPLICON	3371	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G90223	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4311942/ERR4311942.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311942/11442.G90223.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4311942	qiita_sid_11442:11442.G90223	11442.G90223	
PRJEB39163	SAMEA7033695	ERX4261488	ERR4312917	256318	metagenome	11442.BLANK2.2A	AMPLICON	71	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK2.2A	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/007/ERR4312917/ERR4312917.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312917/11442.BLANK2.2A.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/007/ERR4312917	qiita_sid_11442:11442.BLANK2.2A	11442.BLANK2.2A	
PRJEB39163	SAMEA7033698	ERX4261491	ERR4312920	256318	metagenome	11442.BLANK2.2D	AMPLICON	165	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK2.2D	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/000/ERR4312920/ERR4312920.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312920/11442.BLANK2.2D.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/000/ERR4312920	qiita_sid_11442:11442.BLANK2.2D	11442.BLANK2.2D	
PRJEB39163	SAMEA7033705	ERX4261498	ERR4312927	256318	metagenome	11442.BLANK3.3C	AMPLICON	689	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK3.3C	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/007/ERR4312927/ERR4312927.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312927/11442.BLANK3.3C.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/007/ERR4312927	qiita_sid_11442:11442.BLANK3.3C	11442.BLANK3.3C	
PRJEB39163	SAMEA7033707	ERX4261500	ERR4312929	256318	metagenome	11442.BLANK3.3E	AMPLICON	13	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK3.3E	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4312929/ERR4312929.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312929/11442.BLANK3.3E.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4312929	qiita_sid_11442:11442.BLANK3.3E	11442.BLANK3.3E	
PRJEB39163	SAMEA7033710	ERX4261503	ERR4312932	256318	metagenome	11442.BLANK3.3H	AMPLICON	39	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK3.3H	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4312932/ERR4312932.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312932/11442.BLANK3.3H.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4312932	qiita_sid_11442:11442.BLANK3.3H	11442.BLANK3.3H	
PRJEB39163	SAMEA7033713	ERX4261506	ERR4312935	256318	metagenome	11442.BLANK4.4C	AMPLICON	1587	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK4.4C	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/005/ERR4312935/ERR4312935.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312935/11442.BLANK4.4C.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/005/ERR4312935	qiita_sid_11442:11442.BLANK4.4C	11442.BLANK4.4C	
PRJEB39163	SAMEA7033714	ERX4261507	ERR4312936	256318	metagenome	11442.BLANK4.4D	AMPLICON	17	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK4.4D	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/006/ERR4312936/ERR4312936.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312936/11442.BLANK4.4D.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/006/ERR4312936	qiita_sid_11442:11442.BLANK4.4D	11442.BLANK4.4D	
PRJEB39163	SAMEA7033720	ERX4261513	ERR4312942	256318	metagenome	11442.BLANK5.5B	AMPLICON	5	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK5.5B	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4312942/ERR4312942.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312942/11442.BLANK5.5B.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4312942	qiita_sid_11442:11442.BLANK5.5B	11442.BLANK5.5B	
PRJEB39163	SAMEA7033732	ERX4261525	ERR4312954	256318	metagenome	11442.BLANK6.6F	AMPLICON	133	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK6.6F	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4312954/ERR4312954.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312954/11442.BLANK6.6F.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4312954	qiita_sid_11442:11442.BLANK6.6F	11442.BLANK6.6F	
PRJEB39163	SAMEA7033737	ERX4261530	ERR4312959	256318	metagenome	11442.BLANK7.7C	AMPLICON	11	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK7.7C	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4312959/ERR4312959.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312959/11442.BLANK7.7C.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4312959	qiita_sid_11442:11442.BLANK7.7C	11442.BLANK7.7C	
PRJEB39163	SAMEA7033740	ERX4261533	ERR4312962	256318	metagenome	11442.BLANK7.7F	AMPLICON	617	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK7.7F	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4312962/ERR4312962.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312962/11442.BLANK7.7F.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4312962	qiita_sid_11442:11442.BLANK7.7F	11442.BLANK7.7F	
PRJEB39163	SAMEA7033744	ERX4261537	ERR4312966	256318	metagenome	11442.BLANK8.8B	AMPLICON	17	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK8.8B	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/006/ERR4312966/ERR4312966.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312966/11442.BLANK8.8B.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/006/ERR4312966	qiita_sid_11442:11442.BLANK8.8B	11442.BLANK8.8B	
PRJEB39163	SAMEA7033745	ERX4261538	ERR4312967	256318	metagenome	11442.BLANK8.8C	AMPLICON	129	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK8.8C	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/007/ERR4312967/ERR4312967.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312967/11442.BLANK8.8C.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/007/ERR4312967	qiita_sid_11442:11442.BLANK8.8C	11442.BLANK8.8C	
PRJEB39163	SAMEA7033750	ERX4261543	ERR4312972	256318	metagenome	11442.BLANK8.8H	AMPLICON	15	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK8.8H	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4312972/ERR4312972.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312972/11442.BLANK8.8H.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4312972	qiita_sid_11442:11442.BLANK8.8H	11442.BLANK8.8H	
PRJEB39163	SAMEA7033752	ERX4261545	ERR4312974	256318	metagenome	11442.BLANK9.9B	AMPLICON	28	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK9.9B	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4312974/ERR4312974.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312974/11442.BLANK9.9B.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4312974	qiita_sid_11442:11442.BLANK9.9B	11442.BLANK9.9B	
PRJEB39163	SAMEA7033753	ERX4261546	ERR4312975	256318	metagenome	11442.BLANK9.9C	AMPLICON	160	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK9.9C	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/005/ERR4312975/ERR4312975.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312975/11442.BLANK9.9C.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/005/ERR4312975	qiita_sid_11442:11442.BLANK9.9C	11442.BLANK9.9C	
PRJEB39163	SAMEA7033755	ERX4261548	ERR4312977	256318	metagenome	11442.BLANK9.9E	AMPLICON	31	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK9.9E	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/007/ERR4312977/ERR4312977.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312977/11442.BLANK9.9E.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/007/ERR4312977	qiita_sid_11442:11442.BLANK9.9E	11442.BLANK9.9E	
PRJEB39163	SAMEA7033756	ERX4261549	ERR4312978	256318	metagenome	11442.BLANK9.9F	AMPLICON	6734	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK9.9F	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4312978/ERR4312978.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312978/11442.BLANK9.9F.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4312978	qiita_sid_11442:11442.BLANK9.9F	11442.BLANK9.9F	
PRJEB39163	SAMEA7033761	ERX4261554	ERR4312983	870726	food metagenome	11442.G72443	AMPLICON	615311	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G72443	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4312983/ERR4312983.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312983/11442.G72443.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4312983	qiita_sid_11442:11442.G72443	11442.G72443	
PRJEB39163	SAMEA7033764	ERX4261557	ERR4312986	870726	food metagenome	11442.G72447	AMPLICON	556921	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G72447	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/006/ERR4312986/ERR4312986.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312986/11442.G72447.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/006/ERR4312986	qiita_sid_11442:11442.G72447	11442.G72447	
PRJEB39163	SAMEA7033767	ERX4261560	ERR4312989	870726	food metagenome	11442.G72450	AMPLICON	151568	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G72450	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4312989/ERR4312989.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312989/11442.G72450.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4312989	qiita_sid_11442:11442.G72450	11442.G72450	
PRJEB39163	SAMEA7033772	ERX4261565	ERR4312994	870726	food metagenome	11442.G72455	AMPLICON	596592	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G72455	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4312994/ERR4312994.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312994/11442.G72455.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4312994	qiita_sid_11442:11442.G72455	11442.G72455	
PRJEB39163	SAMEA7033773	ERX4261566	ERR4312995	870726	food metagenome	11442.G72471	AMPLICON	548980	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G72471	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/005/ERR4312995/ERR4312995.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312995/11442.G72471.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/005/ERR4312995	qiita_sid_11442:11442.G72471	11442.G72471	
PRJEB39163	SAMEA7033775	ERX4261568	ERR4312997	1154581	food fermentation metagenome	11442.G72473	AMPLICON	496156	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G72473	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/007/ERR4312997/ERR4312997.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312997/11442.G72473.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/007/ERR4312997	qiita_sid_11442:11442.G72473	11442.G72473	
PRJEB39163	SAMEA7033776	ERX4261569	ERR4312998	870726	food metagenome	11442.G72475	AMPLICON	700639	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G72475	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4312998/ERR4312998.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312998/11442.G72475.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4312998	qiita_sid_11442:11442.G72475	11442.G72475	
PRJEB39163	SAMEA7033777	ERX4261570	ERR4312999	870726	food metagenome	11442.G72478	AMPLICON	464711	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G72478	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4312999/ERR4312999.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312999/11442.G72478.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4312999	qiita_sid_11442:11442.G72478	11442.G72478	
PRJEB39163	SAMEA7033785	ERX4261578	ERR4313007	870726	food metagenome	11442.G72495	AMPLICON	162484	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G72495	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/007/ERR4313007/ERR4313007.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313007/11442.G72495.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/007/ERR4313007	qiita_sid_11442:11442.G72495	11442.G72495	
PRJEB39163	SAMEA7033786	ERX4261579	ERR4313008	870726	food metagenome	11442.G72497	AMPLICON	555878	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G72497	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4313008/ERR4313008.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313008/11442.G72497.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4313008	qiita_sid_11442:11442.G72497	11442.G72497	
PRJEB39163	SAMEA7033789	ERX4261582	ERR4313011	870726	food metagenome	11442.G72501	AMPLICON	478604	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G72501	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4313011/ERR4313011.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313011/11442.G72501.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4313011	qiita_sid_11442:11442.G72501	11442.G72501	
PRJEB39163	SAMEA7033790	ERX4261583	ERR4313012	870726	food metagenome	11442.G72502	AMPLICON	6451	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G72502	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4313012/ERR4313012.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313012/11442.G72502.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4313012	qiita_sid_11442:11442.G72502	11442.G72502	
PRJEB39163	SAMEA7033792	ERX4261585	ERR4313014	870726	food metagenome	11442.G72504	AMPLICON	350743	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G72504	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4313014/ERR4313014.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313014/11442.G72504.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4313014	qiita_sid_11442:11442.G72504	11442.G72504	
PRJEB39163	SAMEA7033793	ERX4261586	ERR4313015	870726	food metagenome	11442.G72505	AMPLICON	231944	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G72505	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/005/ERR4313015/ERR4313015.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313015/11442.G72505.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/005/ERR4313015	qiita_sid_11442:11442.G72505	11442.G72505	
PRJEB39163	SAMEA7033797	ERX4261590	ERR4313019	870726	food metagenome	11442.G72532	AMPLICON	385900	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G72532	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4313019/ERR4313019.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313019/11442.G72532.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4313019	qiita_sid_11442:11442.G72532	11442.G72532	
PRJEB39163	SAMEA7033799	ERX4261592	ERR4313021	870726	food metagenome	11442.G72534	AMPLICON	457227	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G72534	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4313021/ERR4313021.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313021/11442.G72534.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4313021	qiita_sid_11442:11442.G72534	11442.G72534	
PRJEB39163	SAMEA7033806	ERX4261599	ERR4313028	1154581	food fermentation metagenome	11442.G72645	AMPLICON	404224	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G72645	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4313028/ERR4313028.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313028/11442.G72645.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4313028	qiita_sid_11442:11442.G72645	11442.G72645	
